displayLabel|County|avgIncome:float|error:float|stateCounty
United States - Missouri - Putnam County|Putnam County|34545|3462|MO-Putnam County
United States - Missouri - Ralls County|Ralls County|45194|5306|MO-Ralls County
United States - Missouri - Randolph County|Randolph County|36458|2249|MO-Randolph County
United States - Missouri - Ray County|Ray County|53343|1955|MO-Ray County
United States - Missouri - Reynolds County|Reynolds County|32059|2133|MO-Reynolds County
United States - Missouri - Ripley County|Ripley County|29369|1544|MO-Ripley County
United States - Missouri - St. Charles County|St. Charles County|70331|1000|MO-St. Charles County
United States - Missouri - St. Clair County|St. Clair County|32217|4756|MO-St. Clair County
United States - Missouri - Ste. Genevieve County|Ste. Genevieve County|46911|3353|MO-Ste. Genevieve County
United States - Missouri - St. Francois County|St. Francois County|38589|1903|MO-St. Francois County
United States - Missouri - St. Louis County|St. Louis County|57561|701|MO-St. Louis County
United States - Missouri - Saline County|Saline County|38818|2376|MO-Saline County
United States - Missouri - Schuyler County|Schuyler County|31358|3011|MO-Schuyler County
United States - Missouri - Scotland County|Scotland County|39722|5187|MO-Scotland County
United States - Missouri - Scott County|Scott County|37716|2831|MO-Scott County
United States - Missouri - Shannon County|Shannon County|30766|2743|MO-Shannon County
United States - Missouri - Shelby County|Shelby County|35012|2328|MO-Shelby County
United States - Missouri - Stoddard County|Stoddard County|35932|2089|MO-Stoddard County
United States - Missouri - Stone County|Stone County|41351|3026|MO-Stone County
United States - Missouri - Sullivan County|Sullivan County|30459|2500|MO-Sullivan County
United States - Missouri - Taney County|Taney County|39026|1933|MO-Taney County
United States - Missouri - Texas County|Texas County|31552|1469|MO-Texas County
United States - Missouri - Vernon County|Vernon County|34387|2442|MO-Vernon County
United States - Missouri - Warren County|Warren County|50231|3606|MO-Warren County
United States - Missouri - Washington County|Washington County|35901|1908|MO-Washington County
United States - Missouri - Wayne County|Wayne County|30621|3199|MO-Wayne County
United States - Missouri - Webster County|Webster County|40889|2059|MO-Webster County
United States - Missouri - Worth County|Worth County|38220|5719|MO-Worth County
United States - Missouri - Wright County|Wright County|29636|2323|MO-Wright County
United States - Missouri - St. Louis city|St. Louis city|33652|762|MO-St. Louis city
United States - Montana|Montana|43872|408|MT-Montana
United States - Montana - Beaverhead County|Beaverhead County|38264|2978|MT-Beaverhead County
United States - Montana - Big Horn County|Big Horn County|36550|3662|MT-Big Horn County
United States - Montana - Blaine County|Blaine County|37034|2430|MT-Blaine County
United States - Montana - Broadwater County|Broadwater County|44667|5454|MT-Broadwater County
United States - Montana - Carbon County|Carbon County|49010|4509|MT-Carbon County
United States - Montana - Carter County|Carter County|35703|4172|MT-Carter County
United States - Montana - Cascade County|Cascade County|42389|1130|MT-Cascade County
United States - Montana - Chouteau County|Chouteau County|41064|3997|MT-Chouteau County
United States - Montana - Custer County|Custer County|38913|3334|MT-Custer County
United States - Montana - Daniels County|Daniels County|38125|4608|MT-Daniels County
United States - Montana - Dawson County|Dawson County|50752|3727|MT-Dawson County
United States - Montana - Deer Lodge County|Deer Lodge County|35310|3931|MT-Deer Lodge County
United States - Montana - Fallon County|Fallon County|52529|11864|MT-Fallon County
United States - Montana - Fergus County|Fergus County|37607|4625|MT-Fergus County
United States - Montana - Flathead County|Flathead County|44998|1967|MT-Flathead County
United States - Montana - Gallatin County|Gallatin County|50136|1348|MT-Gallatin County
United States - Montana - Garfield County|Garfield County|42955|10147|MT-Garfield County
United States - Montana - Glacier County|Glacier County|38075|5717|MT-Glacier County
United States - Montana - Golden Valley County|Golden Valley County|35726|2399|MT-Golden Valley County
United States - Montana - Granite County|Granite County|36052|4638|MT-Granite County
United States - Montana - Hill County|Hill County|43606|3351|MT-Hill County
United States - Montana - Jefferson County|Jefferson County|56695|4399|MT-Jefferson County
United States - Montana - Judith Basin County|Judith Basin County|41473|6300|MT-Judith Basin County
United States - Montana - Lake County|Lake County|37274|3459|MT-Lake County
United States - Montana - Lewis and Clark County|Lewis and Clark County|50238|1676|MT-Lewis and Clark County
United States - Montana - Liberty County|Liberty County|40212|2173|MT-Liberty County
United States - Montana - Lincoln County|Lincoln County|30823|3365|MT-Lincoln County
United States - Montana - McCone County|McCone County|48167|5220|MT-McCone County
United States - Montana - Madison County|Madison County|42998|2993|MT-Madison County
United States - Montana - Meagher County|Meagher County|31577|3492|MT-Meagher County
United States - Montana - Mineral County|Mineral County|37256|3018|MT-Mineral County
United States - Montana - Missoula County|Missoula County|42887|1381|MT-Missoula County
United States - Montana - Musselshell County|Musselshell County|37033|4314|MT-Musselshell County
United States - Montana - Park County|Park County|38830|2922|MT-Park County
United States - Montana - Petroleum County|Petroleum County|36875|7486|MT-Petroleum County
United States - Montana - Phillips County|Phillips County|36453|3605|MT-Phillips County
United States - Montana - Pondera County|Pondera County|36419|2864|MT-Pondera County
United States - Montana - Powder River County|Powder River County|37685|5468|MT-Powder River County
United States - Montana - Powell County|Powell County|39851|2639|MT-Powell County
United States - Montana - Prairie County|Prairie County|34896|5784|MT-Prairie County
United States - Montana - Ravalli County|Ravalli County|43000|2040|MT-Ravalli County
United States - Montana - Richland County|Richland County|52516|2671|MT-Richland County
United States - Montana - Roosevelt County|Roosevelt County|37451|2599|MT-Roosevelt County
United States - Montana - Rosebud County|Rosebud County|44776|5112|MT-Rosebud County
United States - Montana - Sanders County|Sanders County|30622|1844|MT-Sanders County
United States - Montana - Sheridan County|Sheridan County|39578|2805|MT-Sheridan County
United States - Montana - Silver Bow County|Silver Bow County|37986|2441|MT-Silver Bow County
United States - Montana - Stillwater County|Stillwater County|57227|3961|MT-Stillwater County
United States - Montana - Sweet Grass County|Sweet Grass County|43723|5263|MT-Sweet Grass County
United States - Montana - Teton County|Teton County|39516|3097|MT-Teton County
United States - Montana - Toole County|Toole County|42949|6648|MT-Toole County
United States - Montana - Treasure County|Treasure County|37969|10695|MT-Treasure County
United States - Montana - Valley County|Valley County|42050|3536|MT-Valley County
United States - Montana - Wheatland County|Wheatland County|30321|3592|MT-Wheatland County
United States - Montana - Wibaux County|Wibaux County|40417|5984|MT-Wibaux County
United States - Montana - Yellowstone County|Yellowstone County|48641|1222|MT-Yellowstone County
United States - Nebraska|Nebraska|49342|293|NE-Nebraska
United States - Nebraska - Adams County|Adams County|44443|2109|NE-Adams County
United States - Nebraska - Antelope County|Antelope County|37058|2919|NE-Antelope County
United States - Nebraska - Arthur County|Arthur County|43250|9726|NE-Arthur County
United States - Nebraska - Banner County|Banner County|34063|9952|NE-Banner County
United States - Nebraska - Blaine County|Blaine County|39000|9430|NE-Blaine County
United States - Nebraska - Boone County|Boone County|40703|2423|NE-Boone County
United States - Nebraska - Box Butte County|Box Butte County|44404|5955|NE-Box Butte County
United States - Nebraska - Boyd County|Boyd County|34906|4996|NE-Boyd County
United States - Nebraska - Brown County|Brown County|28038|4324|NE-Brown County
United States - Nebraska - Buffalo County|Buffalo County|47120|2230|NE-Buffalo County
United States - Nebraska - Burt County|Burt County|43817|1953|NE-Burt County
United States - Nebraska - Butler County|Butler County|44595|3818|NE-Butler County
United States - Nebraska - Cass County|Cass County|62039|2004|NE-Cass County
United States - Nebraska - Cedar County|Cedar County|40497|2630|NE-Cedar County
United States - Nebraska - Chase County|Chase County|38314|5811|NE-Chase County
United States - Nebraska - Cherry County|Cherry County|43431|5106|NE-Cherry County
United States - Nebraska - Cheyenne County|Cheyenne County|49493|2646|NE-Cheyenne County
United States - Nebraska - Clay County|Clay County|42909|3247|NE-Clay County
United States - Nebraska - Colfax County|Colfax County|48133|2513|NE-Colfax County
United States - Nebraska - Cuming County|Cuming County|44278|2795|NE-Cuming County
United States - Nebraska - Custer County|Custer County|42364|2352|NE-Custer County
United States - Nebraska - Dakota County|Dakota County|43729|3424|NE-Dakota County
United States - Nebraska - Dawes County|Dawes County|34937|5168|NE-Dawes County
United States - Nebraska - Dawson County|Dawson County|41830|2522|NE-Dawson County
United States - Nebraska - Deuel County|Deuel County|37148|4269|NE-Deuel County
United States - Nebraska - Dixon County|Dixon County|42388|1850|NE-Dixon County
United States - Nebraska - Dodge County|Dodge County|42849|2542|NE-Dodge County
United States - Nebraska - Douglas County|Douglas County|51878|644|NE-Douglas County
United States - Nebraska - Dundy County|Dundy County|37031|5497|NE-Dundy County
United States - Nebraska - Fillmore County|Fillmore County|43167|4496|NE-Fillmore County
United States - Nebraska - Franklin County|Franklin County|37220|2687|NE-Franklin County
United States - Nebraska - Frontier County|Frontier County|42009|4453|NE-Frontier County
United States - Nebraska - Furnas County|Furnas County|37938|2762|NE-Furnas County
United States - Nebraska - Gage County|Gage County|43311|2927|NE-Gage County
United States - Nebraska - Garden County|Garden County|32962|3648|NE-Garden County
United States - Nebraska - Garfield County|Garfield County|38709|2931|NE-Garfield County
United States - Nebraska - Gosper County|Gosper County|41442|4754|NE-Gosper County
United States - Nebraska - Grant County|Grant County|39261|3920|NE-Grant County
United States - Nebraska - Greeley County|Greeley County|41181|5240|NE-Greeley County
United States - Nebraska - Hall County|Hall County|46138|1196|NE-Hall County
United States - Nebraska - Hamilton County|Hamilton County|50702|3553|NE-Hamilton County
United States - Nebraska - Harlan County|Harlan County|44656|3866|NE-Harlan County
United States - Nebraska - Hayes County|Hayes County|45595|3762|NE-Hayes County
United States - Nebraska - Hitchcock County|Hitchcock County|35549|2127|NE-Hitchcock County
United States - Nebraska - Holt County|Holt County|43452|3635|NE-Holt County
United States - Nebraska - Hooker County|Hooker County|38750|10421|NE-Hooker County
United States - Nebraska - Howard County|Howard County|45453|2255|NE-Howard County
United States - Nebraska - Jefferson County|Jefferson County|42665|4176|NE-Jefferson County
United States - Nebraska - Johnson County|Johnson County|42083|3405|NE-Johnson County
United States - Nebraska - Kearney County|Kearney County|54518|4121|NE-Kearney County
United States - Nebraska - Keith County|Keith County|42898|3694|NE-Keith County
United States - Nebraska - Keya Paha County|Keya Paha County|32000|5658|NE-Keya Paha County
United States - Nebraska - Kimball County|Kimball County|42010|5338|NE-Kimball County
United States - Nebraska - Knox County|Knox County|36798|2234|NE-Knox County
United States - Nebraska - Lancaster County|Lancaster County|50849|599|NE-Lancaster County
United States - Nebraska - Lincoln County|Lincoln County|45181|2937|NE-Lincoln County
United States - Nebraska - Logan County|Logan County|45192|5006|NE-Logan County
United States - Nebraska - Loup County|Loup County|34219|6268|NE-Loup County
United States - Nebraska - McPherson County|McPherson County|50625|11646|NE-McPherson County
United States - Nebraska - Madison County|Madison County|44089|2488|NE-Madison County
United States - Nebraska - Merrick County|Merrick County|46116|2896|NE-Merrick County
United States - Nebraska - Morrill County|Morrill County|37717|4161|NE-Morrill County
United States - Nebraska - Nance County|Nance County|41610|2537|NE-Nance County
United States - Nebraska - Nemaha County|Nemaha County|42534|4731|NE-Nemaha County
United States - Nebraska - Nuckolls County|Nuckolls County|31761|2089|NE-Nuckolls County
United States - Nebraska - Otoe County|Otoe County|47493|4438|NE-Otoe County
United States - Nebraska - Pawnee County|Pawnee County|41969|3195|NE-Pawnee County
United States - Nebraska - Perkins County|Perkins County|47000|4988|NE-Perkins County
United States - Nebraska - Phelps County|Phelps County|45221|3849|NE-Phelps County
United States - Nebraska - Pierce County|Pierce County|48318|3297|NE-Pierce County
United States - Nebraska - Platte County|Platte County|49523|1944|NE-Platte County
United States - Nebraska - Polk County|Polk County|48444|3403|NE-Polk County
United States - Nebraska - Red Willow County|Red Willow County|41927|2742|NE-Red Willow County
United States - Nebraska - Richardson County|Richardson County|35165|3700|NE-Richardson County
United States - Nebraska - Rock County|Rock County|39159|3164|NE-Rock County
United States - Nebraska - Saline County|Saline County|45469|3984|NE-Saline County
United States - Nebraska - Sarpy County|Sarpy County|68280|1300|NE-Sarpy County
United States - Nebraska - Saunders County|Saunders County|57699|2183|NE-Saunders County
United States - Nebraska - Scotts Bluff County|Scotts Bluff County|39004|1737|NE-Scotts Bluff County
United States - Nebraska - Seward County|Seward County|55877|2430|NE-Seward County
United States - Nebraska - Sheridan County|Sheridan County|33608|2770|NE-Sheridan County
United States - Nebraska - Sherman County|Sherman County|38631|4189|NE-Sherman County
United States - Nebraska - Sioux County|Sioux County|42386|4603|NE-Sioux County
United States - Nebraska - Stanton County|Stanton County|47713|2404|NE-Stanton County
United States - Nebraska - Thayer County|Thayer County|39159|3481|NE-Thayer County
United States - Nebraska - Thomas County|Thomas County|48250|6552|NE-Thomas County
United States - Nebraska - Thurston County|Thurston County|39048|3613|NE-Thurston County
United States - Nebraska - Valley County|Valley County|38588|4173|NE-Valley County
United States - Nebraska - Washington County|Washington County|61940|1975|NE-Washington County
United States - Nebraska - Wayne County|Wayne County|45000|5079|NE-Wayne County
United States - Nebraska - Webster County|Webster County|38015|3202|NE-Webster County
United States - Nebraska - Wheeler County|Wheeler County|37222|5073|NE-Wheeler County
United States - Nebraska - York County|York County|47689|4464|NE-York County
United States - Nevada|Nevada|55726|395|NV-Nevada
United States - Nevada - Churchill County|Churchill County|51597|2574|NV-Churchill County
United States - Nevada - Clark County|Clark County|56258|505|NV-Clark County
United States - Nevada - Douglas County|Douglas County|60721|3753|NV-Douglas County
United States - Nevada - Elko County|Elko County|67038|1945|NV-Elko County
United States - Nevada - Esmeralda County|Esmeralda County|39712|16239|NV-Esmeralda County
United States - Nevada - Eureka County|Eureka County|61400|6219|NV-Eureka County
United States - Nevada - Humboldt County|Humboldt County|55656|5934|NV-Humboldt County
United States - Nevada - Lander County|Lander County|66525|5154|NV-Lander County
United States - Nevada - Lincoln County|Lincoln County|44695|5821|NV-Lincoln County
United States - Nevada - Lyon County|Lyon County|48433|2090|NV-Lyon County
United States - Nevada - Mineral County|Mineral County|35446|7078|NV-Mineral County
United States - Nevada - Nye County|Nye County|41181|2191|NV-Nye County
United States - Nevada - Pershing County|Pershing County|56491|6874|NV-Pershing County
United States - Nevada - Storey County|Storey County|61525|7576|NV-Storey County
United States - Nevada - Washoe County|Washoe County|55658|765|NV-Washoe County
United States - Nevada - White Pine County|White Pine County|48545|2865|NV-White Pine County
United States - Nevada - Carson City|Carson City|52067|2926|NV-Carson City
United States - New Hampshire|New Hampshire|63277|539|NH-New Hampshire
United States - New Hampshire - Belknap County|Belknap County|54929|2371|NH-Belknap County
United States - New Hampshire - Carroll County|Carroll County|49897|2093|NH-Carroll County
United States - New Hampshire - Cheshire County|Cheshire County|53828|1432|NH-Cheshire County
United States - New Hampshire - Coos County|Coos County|41534|1501|NH-Coos County
United States - New Hampshire - Grafton County|Grafton County|53075|1490|NH-Grafton County
United States - New Hampshire - Hillsborough County|Hillsborough County|69321|928|NH-Hillsborough County
United States - New Hampshire - Merrimack County|Merrimack County|63012|1363|NH-Merrimack County
United States - New Hampshire - Rockingham County|Rockingham County|75825|1263|NH-Rockingham County
United States - New Hampshire - Strafford County|Strafford County|57809|1695|NH-Strafford County
United States - New Hampshire - Sullivan County|Sullivan County|50689|2193|NH-Sullivan County
United States - New Jersey|New Jersey|69811|309|NJ-New Jersey
United States - New Jersey - Atlantic County|Atlantic County|54766|1130|NJ-Atlantic County
United States - New Jersey - Bergen County|Bergen County|81708|875|NJ-Bergen County
United States - New Jersey - Burlington County|Burlington County|76258|858|NJ-Burlington County
United States - New Jersey - Camden County|Camden County|60976|849|NJ-Camden County
United States - New Jersey - Cape May County|Cape May County|54292|1444|NJ-Cape May County
United States - New Jersey - Cumberland County|Cumberland County|50651|1423|NJ-Cumberland County
United States - New Jersey - Essex County|Essex County|55125|864|NJ-Essex County
United States - New Jersey - Gloucester County|Gloucester County|72664|1519|NJ-Gloucester County
United States - New Jersey - Hudson County|Hudson County|55275|853|NJ-Hudson County
United States - New Jersey - Hunterdon County|Hunterdon County|100980|2438|NJ-Hunterdon County
United States - New Jersey - Mercer County|Mercer County|71217|1289|NJ-Mercer County
United States - New Jersey - Middlesex County|Middlesex County|77615|858|NJ-Middlesex County
United States - New Jersey - Monmouth County|Monmouth County|82265|1003|NJ-Monmouth County
United States - New Jersey - Morris County|Morris County|96747|1366|NJ-Morris County
United States - New Jersey - Ocean County|Ocean County|59620|714|NJ-Ocean County
United States - New Jersey - Passaic County|Passaic County|54944|1164|NJ-Passaic County
United States - New Jersey - Salem County|Salem County|59441|2217|NJ-Salem County
United States - New Jersey - Somerset County|Somerset County|97440|1679|NJ-Somerset County
United States - New Jersey - Sussex County|Sussex County|83089|1691|NJ-Sussex County
United States - New Jersey - Union County|Union County|66791|959|NJ-Union County
United States - New Jersey - Warren County|Warren County|71364|1878|NJ-Warren County
United States - New Mexico|New Mexico|43820|386|NM-New Mexico
United States - New Mexico - Bernalillo County|Bernalillo County|47481|651|NM-Bernalillo County
United States - New Mexico - Catron County|Catron County|31914|5244|NM-Catron County
United States - New Mexico - Chaves County|Chaves County|37524|1771|NM-Chaves County
United States - New Mexico - Cibola County|Cibola County|37361|2886|NM-Cibola County
United States - New Mexico - Colfax County|Colfax County|39216|3034|NM-Colfax County
United States - New Mexico - Curry County|Curry County|38090|2036|NM-Curry County
United States - New Mexico - De Baca County|De Baca County|30643|4874|NM-De Baca County
United States - New Mexico - Doña Ana County|Doña Ana County|36657|1312|NM-Doña Ana County
United States - New Mexico - Eddy County|Eddy County|46583|2728|NM-Eddy County
United States - New Mexico - Grant County|Grant County|36591|2280|NM-Grant County
United States - New Mexico - Guadalupe County|Guadalupe County|28488|5021|NM-Guadalupe County
United States - New Mexico - Harding County|Harding County|33750|7340|NM-Harding County
United States - New Mexico - Hidalgo County|Hidalgo County|36733|6292|NM-Hidalgo County
United States - New Mexico - Lea County|Lea County|43910|2187|NM-Lea County
United States - New Mexico - Lincoln County|Lincoln County|43750|3689|NM-Lincoln County
United States - New Mexico - Los Alamos County|Los Alamos County|103643|4094|NM-Los Alamos County
United States - New Mexico - Luna County|Luna County|27997|2564|NM-Luna County
United States - New Mexico - McKinley County|McKinley County|31335|1661|NM-McKinley County
United States - New Mexico - Mora County|Mora County|37784|3789|NM-Mora County
United States - New Mexico - Otero County|Otero County|39615|1570|NM-Otero County
United States - New Mexico - Quay County|Quay County|28773|2951|NM-Quay County
United States - New Mexico - Rio Arriba County|Rio Arriba County|41437|3100|NM-Rio Arriba County
United States - New Mexico - Roosevelt County|Roosevelt County|37762|4492|NM-Roosevelt County
United States - New Mexico - Sandoval County|Sandoval County|57158|1689|NM-Sandoval County
United States - New Mexico - San Juan County|San Juan County|46189|1294|NM-San Juan County
United States - New Mexico - San Miguel County|San Miguel County|32213|3396|NM-San Miguel County
United States - New Mexico - Santa Fe County|Santa Fe County|52696|1411|NM-Santa Fe County
United States - New Mexico - Sierra County|Sierra County|25583|2433|NM-Sierra County
United States - New Mexico - Socorro County|Socorro County|33284|3259|NM-Socorro County
United States - New Mexico - Taos County|Taos County|35441|2388|NM-Taos County
United States - New Mexico - Torrance County|Torrance County|37117|3260|NM-Torrance County
United States - New Mexico - Union County|Union County|39975|4844|NM-Union County
United States - New Mexico - Valencia County|Valencia County|42044|1656|NM-Valencia County
United States - New York|New York|55603|178|NY-New York
United States - New York - Albany County|Albany County|56090|1147|NY-Albany County
United States - New York - Allegany County|Allegany County|41305|1116|NY-Allegany County
United States - New York - Bronx County|Bronx County|34264|474|NY-Bronx County
United States - New York - Broome County|Broome County|44457|861|NY-Broome County
United States - New York - Cattaraugus County|Cattaraugus County|42466|1079|NY-Cattaraugus County
United States - New York - Cayuga County|Cayuga County|48415|1409|NY-Cayuga County
United States - New York - Chautauqua County|Chautauqua County|40639|1127|NY-Chautauqua County
United States - New York - Chemung County|Chemung County|44502|1804|NY-Chemung County
United States - New York - Chenango County|Chenango County|43943|1568|NY-Chenango County
United States - New York - Clinton County|Clinton County|47489|2643|NY-Clinton County
United States - New York - Columbia County|Columbia County|55546|3256|NY-Columbia County
United States - New York - Cortland County|Cortland County|45338|2131|NY-Cortland County
United States - New York - Delaware County|Delaware County|42967|2866|NY-Delaware County
United States - New York - Dutchess County|Dutchess County|69838|1465|NY-Dutchess County
United States - New York - Erie County|Erie County|47372|525|NY-Erie County
United States - New York - Essex County|Essex County|45216|2140|NY-Essex County
United States - New York - Franklin County|Franklin County|42050|1795|NY-Franklin County
United States - New York - Fulton County|Fulton County|43240|1904|NY-Fulton County
United States - New York - Genesee County|Genesee County|49750|1737|NY-Genesee County
United States - New York - Greene County|Greene County|46235|1752|NY-Greene County
United States - New York - Hamilton County|Hamilton County|49557|4406|NY-Hamilton County
United States - New York - Herkimer County|Herkimer County|42318|1427|NY-Herkimer County
United States - New York - Jefferson County|Jefferson County|43410|957|NY-Jefferson County
United States - New York - Kings County|Kings County|43567|444|NY-Kings County
United States - New York - Lewis County|Lewis County|42846|1786|NY-Lewis County
United States - New York - Livingston County|Livingston County|51690|1505|NY-Livingston County
United States - New York - Madison County|Madison County|53345|1845|NY-Madison County
United States - New York - Monroe County|Monroe County|51303|549|NY-Monroe County
United States - New York - Montgomery County|Montgomery County|42603|1915|NY-Montgomery County
United States - New York - Nassau County|Nassau County|93613|921|NY-Nassau County
United States - New York - New York County|New York County|64971|675|NY-New York County
United States - New York - Niagara County|Niagara County|45964|1033|NY-Niagara County
United States - New York - Oneida County|Oneida County|46708|962|NY-Oneida County
United States - New York - Onondaga County|Onondaga County|50676|689|NY-Onondaga County
United States - New York - Ontario County|Ontario County|56468|1225|NY-Ontario County
United States - New York - Orange County|Orange County|69523|1581|NY-Orange County
United States - New York - Orleans County|Orleans County|48063|2092|NY-Orleans County
United States - New York - Oswego County|Oswego County|45333|1458|NY-Oswego County
United States - New York - Otsego County|Otsego County|45268|1448|NY-Otsego County
United States - New York - Putnam County|Putnam County|89218|2953|NY-Putnam County
United States - New York - Queens County|Queens County|55291|482|NY-Queens County
United States - New York - Rensselaer County|Rensselaer County|54152|1261|NY-Rensselaer County
United States - New York - Richmond County|Richmond County|71084|1130|NY-Richmond County
United States - New York - Rockland County|Rockland County|82534|1943|NY-Rockland County
United States - New York - St. Lawrence County|St. Lawrence County|42303|1489|NY-St. Lawrence County
United States - New York - Saratoga County|Saratoga County|65100|1168|NY-Saratoga County
United States - New York - Schenectady County|Schenectady County|55188|1315|NY-Schenectady County
United States - New York - Schoharie County|Schoharie County|50864|1792|NY-Schoharie County
United States - New York - Schuyler County|Schuyler County|47404|2220|NY-Schuyler County
United States - New York - Seneca County|Seneca County|46707|2160|NY-Seneca County
United States - New York - Steuben County|Steuben County|43867|932|NY-Steuben County
United States - New York - Suffolk County|Suffolk County|84506|863|NY-Suffolk County
United States - New York - Sullivan County|Sullivan County|48103|1663|NY-Sullivan County
United States - New York - Tioga County|Tioga County|51948|1635|NY-Tioga County
United States - New York - Tompkins County|Tompkins County|48655|1494|NY-Tompkins County
United States - New York - Ulster County|Ulster County|57584|1326|NY-Ulster County
United States - New York - Warren County|Warren County|51619|1889|NY-Warren County
United States - New York - Washington County|Washington County|48327|2114|NY-Washington County
United States - New York - Wayne County|Wayne County|52562|1274|NY-Wayne County
United States - New York - Westchester County|Westchester County|79619|1003|NY-Westchester County
United States - New York - Wyoming County|Wyoming County|50075|2041|NY-Wyoming County
United States - New York - Yates County|Yates County|46822|3021|NY-Yates County
United States - North Carolina|North Carolina|45570|206|NC-North Carolina
United States - North Carolina - Alamance County|Alamance County|44167|1245|NC-Alamance County
United States - North Carolina - Alexander County|Alexander County|40014|3131|NC-Alexander County
United States - North Carolina - Alleghany County|Alleghany County|30845|3633|NC-Alleghany County
United States - North Carolina - Anson County|Anson County|34745|2083|NC-Anson County
United States - North Carolina - Ashe County|Ashe County|34538|2286|NC-Ashe County
United States - North Carolina - Avery County|Avery County|34918|2670|NC-Avery County
United States - North Carolina - Beaufort County|Beaufort County|40653|1724|NC-Beaufort County
United States - North Carolina - Bertie County|Bertie County|29110|3004|NC-Bertie County
United States - North Carolina - Bladen County|Bladen County|30471|2239|NC-Bladen County
United States - North Carolina - Brunswick County|Brunswick County|45806|1167|NC-Brunswick County
United States - North Carolina - Buncombe County|Buncombe County|44190|1057|NC-Buncombe County
United States - North Carolina - Burke County|Burke County|37139|1740|NC-Burke County
United States - North Carolina - Cabarrus County|Cabarrus County|53928|1444|NC-Cabarrus County
United States - North Carolina - Caldwell County|Caldwell County|37261|1560|NC-Caldwell County
United States - North Carolina - Camden County|Camden County|61091|2837|NC-Camden County
United States - North Carolina - Carteret County|Carteret County|46155|1439|NC-Carteret County
United States - North Carolina - Caswell County|Caswell County|36927|2101|NC-Caswell County
United States - North Carolina - Catawba County|Catawba County|43484|1208|NC-Catawba County
United States - North Carolina - Chatham County|Chatham County|56038|2192|NC-Chatham County
United States - North Carolina - Cherokee County|Cherokee County|38144|2153|NC-Cherokee County
United States - North Carolina - Chowan County|Chowan County|36761|4261|NC-Chowan County
United States - North Carolina - Clay County|Clay County|35109|2848|NC-Clay County
United States - North Carolina - Cleveland County|Cleveland County|38208|1544|NC-Cleveland County
United States - North Carolina - Columbus County|Columbus County|35421|1939|NC-Columbus County
United States - North Carolina - Craven County|Craven County|44599|1692|NC-Craven County
United States - North Carolina - Cumberland County|Cumberland County|43834|861|NC-Cumberland County
United States - North Carolina - Currituck County|Currituck County|55376|3348|NC-Currituck County
United States - North Carolina - Dare County|Dare County|53889|3296|NC-Dare County
United States - North Carolina - Davidson County|Davidson County|44249|1037|NC-Davidson County
United States - North Carolina - Davie County|Davie County|49727|1952|NC-Davie County
United States - North Carolina - Duplin County|Duplin County|32816|1891|NC-Duplin County
United States - North Carolina - Durham County|Durham County|49894|1328|NC-Durham County
United States - North Carolina - Edgecombe County|Edgecombe County|32665|2017|NC-Edgecombe County
United States - North Carolina - Forsyth County|Forsyth County|46749|832|NC-Forsyth County
United States - North Carolina - Franklin County|Franklin County|43710|1924|NC-Franklin County
United States - North Carolina - Gaston County|Gaston County|43253|1133|NC-Gaston County
United States - North Carolina - Gates County|Gates County|45682|4343|NC-Gates County
United States - North Carolina - Graham County|Graham County|28447|2008|NC-Graham County
United States - North Carolina - Granville County|Granville County|48210|3033|NC-Granville County
United States - North Carolina - Greene County|Greene County|41488|3334|NC-Greene County
United States - North Carolina - Guilford County|Guilford County|45676|748|NC-Guilford County
United States - North Carolina - Halifax County|Halifax County|30439|1866|NC-Halifax County
United States - North Carolina - Harnett County|Harnett County|42853|1391|NC-Harnett County
United States - North Carolina - Haywood County|Haywood County|41377|1879|NC-Haywood County
United States - North Carolina - Henderson County|Henderson County|46446|2033|NC-Henderson County
United States - North Carolina - Hertford County|Hertford County|30878|2506|NC-Hertford County
United States - North Carolina - Hoke County|Hoke County|42927|2775|NC-Hoke County
United States - North Carolina - Hyde County|Hyde County|38265|5474|NC-Hyde County
United States - North Carolina - Iredell County|Iredell County|48962|1572|NC-Iredell County
United States - North Carolina - Jackson County|Jackson County|37190|2541|NC-Jackson County
United States - North Carolina - Johnston County|Johnston County|49745|1705|NC-Johnston County
United States - North Carolina - Jones County|Jones County|38354|2747|NC-Jones County
United States - North Carolina - Lee County|Lee County|44120|2649|NC-Lee County
United States - North Carolina - Lenoir County|Lenoir County|33625|1227|NC-Lenoir County
United States - North Carolina - Lincoln County|Lincoln County|47450|1653|NC-Lincoln County
United States - North Carolina - McDowell County|McDowell County|34953|1575|NC-McDowell County
United States - North Carolina - Macon County|Macon County|38615|2167|NC-Macon County
United States - North Carolina - Madison County|Madison County|38580|2766|NC-Madison County
United States - North Carolina - Martin County|Martin County|34766|2549|NC-Martin County
United States - North Carolina - Mecklenburg County|Mecklenburg County|55294|685|NC-Mecklenburg County
United States - North Carolina - Mitchell County|Mitchell County|32743|3680|NC-Mitchell County
United States - North Carolina - Montgomery County|Montgomery County|33861|1989|NC-Montgomery County
United States - North Carolina - Moore County|Moore County|48319|2478|NC-Moore County
United States - North Carolina - Nash County|Nash County|44499|1620|NC-Nash County
United States - North Carolina - New Hanover County|New Hanover County|48553|1155|NC-New Hanover County
United States - North Carolina - Northampton County|Northampton County|30578|2354|NC-Northampton County
