zip|type|primary_city|state|county|stateCounty
45201|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45202|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45203|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45204|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45205|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45206|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45207|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45208|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45209|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45211|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45212|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45213|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45214|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45215|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45216|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45217|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45218|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45219|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45220|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45221|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45222|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45223|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45224|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45225|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45226|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45227|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45228|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45229|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45230|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45231|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45232|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45233|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45234|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45235|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45236|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45237|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45238|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45239|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45240|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45241|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45242|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45243|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45244|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45245|STANDARD|Cincinnati|OH|Clermont County|OH-Clermont County
45246|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45247|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45248|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45249|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45250|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45251|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45252|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45253|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45254|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45255|STANDARD|Cincinnati|OH|Hamilton County|OH-Hamilton County
45258|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45262|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45263|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45264|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45267|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45268|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45269|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45270|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45271|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45273|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45274|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45275|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45277|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45280|PO BOX|Cincinnati|OH|Hamilton County|OH-Hamilton County
45296|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45298|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45299|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
45301|PO BOX|Alpha|OH|Greene County|OH-Greene County
45302|STANDARD|Anna|OH|Shelby County|OH-Shelby County
45303|STANDARD|Ansonia|OH|Darke County|OH-Darke County
45304|STANDARD|Arcanum|OH|Darke County|OH-Darke County
45305|STANDARD|Bellbrook|OH|Greene County|OH-Greene County
45306|STANDARD|Botkins|OH|Shelby County|OH-Shelby County
45307|PO BOX|Bowersville|OH|Greene County|OH-Greene County
45308|STANDARD|Bradford|OH|Darke County|OH-Darke County
45309|STANDARD|Brookville|OH|Montgomery County|OH-Montgomery County
45310|PO BOX|Burkettsville|OH|Mercer County|OH-Mercer County
45311|STANDARD|Camden|OH|Preble County|OH-Preble County
45312|STANDARD|Casstown|OH|Miami County|OH-Miami County
45314|STANDARD|Cedarville|OH|Greene County|OH-Greene County
45315|STANDARD|Clayton|OH|Montgomery County|OH-Montgomery County
45316|PO BOX|Clifton|OH|Greene County|OH-Greene County
45317|STANDARD|Conover|OH|Champaign County|OH-Champaign County
45318|STANDARD|Covington|OH|Miami County|OH-Miami County
45319|PO BOX|Donnelsville|OH|Clark County|OH-Clark County
45320|STANDARD|Eaton|OH|Preble County|OH-Preble County
45321|STANDARD|Eldorado|OH|Preble County|OH-Preble County
45322|STANDARD|Englewood|OH|Montgomery County|OH-Montgomery County
45323|STANDARD|Enon|OH|Clark County|OH-Clark County
45324|STANDARD|Fairborn|OH|Greene County|OH-Greene County
45325|STANDARD|Farmersville|OH|Montgomery County|OH-Montgomery County
45326|STANDARD|Fletcher|OH|Miami County|OH-Miami County
45327|STANDARD|Germantown|OH|Montgomery County|OH-Montgomery County
45328|PO BOX|Gettysburg|OH|Darke County|OH-Darke County
45330|PO BOX|Gratis|OH|Preble County|OH-Preble County
45331|STANDARD|Greenville|OH|Darke County|OH-Darke County
45332|STANDARD|Hollansburg|OH|Darke County|OH-Darke County
45333|STANDARD|Houston|OH|Shelby County|OH-Shelby County
45334|STANDARD|Jackson Center|OH|Shelby County|OH-Shelby County
45335|STANDARD|Jamestown|OH|Greene County|OH-Greene County
45336|PO BOX|Kettlersville|OH|Shelby County|OH-Shelby County
45337|STANDARD|Laura|OH|Miami County|OH-Miami County
45338|STANDARD|Lewisburg|OH|Preble County|OH-Preble County
45339|STANDARD|Ludlow Falls|OH|Miami County|OH-Miami County
45340|STANDARD|Maplewood|OH|Shelby County|OH-Shelby County
45341|STANDARD|Medway|OH|Clark County|OH-Clark County
45342|STANDARD|Miamisburg|OH|Montgomery County|OH-Montgomery County
45343|PO BOX|Miamisburg|OH|Montgomery County|OH-Montgomery County
45344|STANDARD|New Carlisle|OH|Clark County|OH-Clark County
45345|STANDARD|New Lebanon|OH|Montgomery County|OH-Montgomery County
45346|STANDARD|New Madison|OH|Darke County|OH-Darke County
45347|STANDARD|New Paris|OH|Preble County|OH-Preble County
45348|STANDARD|New Weston|OH|Darke County|OH-Darke County
45349|PO BOX|North Hampton|OH|Clark County|OH-Clark County
45350|PO BOX|North Star|OH|Darke County|OH-Darke County
45351|PO BOX|Osgood|OH|Darke County|OH-Darke County
45352|PO BOX|Palestine|OH|Darke County|OH-Darke County
45353|PO BOX|Pemberton|OH|Shelby County|OH-Shelby County
45354|PO BOX|Phillipsburg|OH|Montgomery County|OH-Montgomery County
45356|STANDARD|Piqua|OH|Miami County|OH-Miami County
45358|PO BOX|Pitsburg|OH|Darke County|OH-Darke County
45359|STANDARD|Pleasant Hill|OH|Miami County|OH-Miami County
45360|PO BOX|Port Jefferson|OH|Shelby County|OH-Shelby County
45361|PO BOX|Potsdam|OH|Miami County|OH-Miami County
45362|STANDARD|Rossburg|OH|Darke County|OH-Darke County
45363|STANDARD|Russia|OH|Shelby County|OH-Shelby County
45365|STANDARD|Sidney|OH|Shelby County|OH-Shelby County
45367|UNIQUE|Sidney|OH|Shelby County|OH-Shelby County
45368|STANDARD|South Charleston|OH|Clark County|OH-Clark County
45369|STANDARD|South Vienna|OH|Clark County|OH-Clark County
45370|STANDARD|Spring Valley|OH|Greene County|OH-Greene County
45371|STANDARD|Tipp City|OH|Miami County|OH-Miami County
45372|PO BOX|Tremont City|OH|Clark County|OH-Clark County
45373|STANDARD|Troy|OH|Miami County|OH-Miami County
45374|UNIQUE|Troy|OH|Miami County|OH-Miami County
45377|STANDARD|Vandalia|OH|Montgomery County|OH-Montgomery County
45378|PO BOX|Verona|OH|Preble County|OH-Preble County
45380|STANDARD|Versailles|OH|Darke County|OH-Darke County
45381|STANDARD|West Alexandria|OH|Preble County|OH-Preble County
45382|STANDARD|West Manchester|OH|Preble County|OH-Preble County
45383|STANDARD|West Milton|OH|Miami County|OH-Miami County
45384|PO BOX|Wilberforce|OH|Greene County|OH-Greene County
45385|STANDARD|Xenia|OH|Greene County|OH-Greene County
45387|STANDARD|Yellow Springs|OH|Greene County|OH-Greene County
45388|STANDARD|Yorkshire|OH|Darke County|OH-Darke County
45389|PO BOX|Christiansburg|OH|Champaign County|OH-Champaign County
45390|STANDARD|Union City|OH|Darke County|OH-Darke County
45400|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45401|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45402|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45403|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45404|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45405|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45406|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45408|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45409|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45410|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45412|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45413|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45414|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45415|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45416|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45417|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45418|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45419|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45420|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45422|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45423|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45424|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45426|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45427|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45428|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45429|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45430|STANDARD|Dayton|OH|Greene County|OH-Greene County
45431|STANDARD|Dayton|OH|Greene County|OH-Greene County
45432|STANDARD|Dayton|OH|Greene County|OH-Greene County
45433|STANDARD|Dayton|OH|Greene County|OH-Greene County
45434|STANDARD|Dayton|OH|Greene County|OH-Greene County
45435|UNIQUE|Dayton|OH|Greene County|OH-Greene County
45437|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45439|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45440|STANDARD|Dayton|OH|Greene County|OH-Greene County
45441|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45448|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45449|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45454|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45458|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45459|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45463|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45469|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45470|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45475|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45479|STANDARD|Dayton|OH|Montgomery County|OH-Montgomery County
45481|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45482|UNIQUE|Dayton|OH|Montgomery County|OH-Montgomery County
45490|PO BOX|Dayton|OH|Montgomery County|OH-Montgomery County
45501|PO BOX|Springfield|OH|Clark County|OH-Clark County
45502|STANDARD|Springfield|OH|Clark County|OH-Clark County
45503|STANDARD|Springfield|OH|Clark County|OH-Clark County
45504|STANDARD|Springfield|OH|Clark County|OH-Clark County
45505|STANDARD|Springfield|OH|Clark County|OH-Clark County
45506|STANDARD|Springfield|OH|Clark County|OH-Clark County
45601|STANDARD|Chillicothe|OH|Ross County|OH-Ross County
45612|STANDARD|Bainbridge|OH|Ross County|OH-Ross County
45613|STANDARD|Beaver|OH|Pike County|OH-Pike County
45614|STANDARD|Bidwell|OH|Gallia County|OH-Gallia County
45616|STANDARD|Blue Creek|OH|Adams County|OH-Adams County
45617|PO BOX|Bourneville|OH|Ross County|OH-Ross County
45618|PO BOX|Cherry Fork|OH|Adams County|OH-Adams County
45619|STANDARD|Chesapeake|OH|Lawrence County|OH-Lawrence County
45620|STANDARD|Cheshire|OH|Gallia County|OH-Gallia County
45621|PO BOX|Coalton|OH|Jackson County|OH-Jackson County
45622|STANDARD|Creola|OH|Vinton County|OH-Vinton County
45623|STANDARD|Crown City|OH|Gallia County|OH-Gallia County
45624|PO BOX|Cynthiana|OH|Pike County|OH-Pike County
45628|STANDARD|Frankfort|OH|Ross County|OH-Ross County
45629|STANDARD|Franklin Furnace|OH|Scioto County|OH-Scioto County
45630|PO BOX|Friendship|OH|Scioto County|OH-Scioto County
45631|STANDARD|Gallipolis|OH|Gallia County|OH-Gallia County
45633|PO BOX|Hallsville|OH|Ross County|OH-Ross County
45634|STANDARD|Hamden|OH|Vinton County|OH-Vinton County
45636|PO BOX|Haverhill|OH|Scioto County|OH-Scioto County
45638|STANDARD|Ironton|OH|Lawrence County|OH-Lawrence County
45640|STANDARD|Jackson|OH|Jackson County|OH-Jackson County
45642|PO BOX|Jasper|OH|Pike County|OH-Pike County
45643|PO BOX|Kerr|OH|Gallia County|OH-Gallia County
45644|STANDARD|Kingston|OH|Ross County|OH-Ross County
45645|STANDARD|Kitts Hill|OH|Lawrence County|OH-Lawrence County
45646|STANDARD|Latham|OH|Pike County|OH-Pike County
45647|STANDARD|Londonderry|OH|Vinton County|OH-Vinton County
45648|STANDARD|Lucasville|OH|Scioto County|OH-Scioto County
45650|STANDARD|Lynx|OH|Adams County|OH-Adams County
45651|STANDARD|Mc Arthur|OH|Vinton County|OH-Vinton County
45652|STANDARD|Mc Dermott|OH|Scioto County|OH-Scioto County
45653|STANDARD|Minford|OH|Scioto County|OH-Scioto County
45654|STANDARD|New Plymouth|OH|Vinton County|OH-Vinton County
45656|STANDARD|Oak Hill|OH|Jackson County|OH-Jackson County
45657|STANDARD|Otway|OH|Scioto County|OH-Scioto County
45658|STANDARD|Patriot|OH|Gallia County|OH-Gallia County
45659|STANDARD|Pedro|OH|Lawrence County|OH-Lawrence County
45660|STANDARD|Peebles|OH|Adams County|OH-Adams County
45661|STANDARD|Piketon|OH|Pike County|OH-Pike County
45662|STANDARD|Portsmouth|OH|Scioto County|OH-Scioto County
45663|STANDARD|West Portsmouth|OH|Scioto County|OH-Scioto County
45669|STANDARD|Proctorville|OH|Lawrence County|OH-Lawrence County
45671|STANDARD|Rarden|OH|Scioto County|OH-Scioto County
45672|STANDARD|Ray|OH|Jackson County|OH-Jackson County
45673|STANDARD|Richmond Dale|OH|Ross County|OH-Ross County
45674|PO BOX|Rio Grande|OH|Gallia County|OH-Gallia County
45675|PO BOX|Rock Camp|OH|Lawrence County|OH-Lawrence County
45677|PO BOX|Scioto Furnace|OH|Scioto County|OH-Scioto County
45678|STANDARD|Scottown|OH|Lawrence County|OH-Lawrence County
45679|STANDARD|Seaman|OH|Adams County|OH-Adams County
45680|STANDARD|South Point|OH|Lawrence County|OH-Lawrence County
45681|STANDARD|South Salem|OH|Ross County|OH-Ross County
45682|STANDARD|South Webster|OH|Scioto County|OH-Scioto County
45683|PO BOX|Stockdale|OH|Pike County|OH-Pike County
45684|STANDARD|Stout|OH|Scioto County|OH-Scioto County
45685|STANDARD|Thurman|OH|Gallia County|OH-Gallia County
45686|STANDARD|Vinton|OH|Gallia County|OH-Gallia County
45687|PO BOX|Wakefield|OH|Pike County|OH-Pike County
45688|STANDARD|Waterloo|OH|Lawrence County|OH-Lawrence County
45690|STANDARD|Waverly|OH|Pike County|OH-Pike County
45692|STANDARD|Wellston|OH|Jackson County|OH-Jackson County
45693|STANDARD|West Union|OH|Adams County|OH-Adams County
45694|STANDARD|Wheelersburg|OH|Scioto County|OH-Scioto County
45695|STANDARD|Wilkesville|OH|Vinton County|OH-Vinton County
45696|STANDARD|Willow Wood|OH|Lawrence County|OH-Lawrence County
45697|STANDARD|Winchester|OH|Adams County|OH-Adams County
45698|PO BOX|Zaleski|OH|Vinton County|OH-Vinton County
45699|UNIQUE|Lucasville|OH|Scioto County|OH-Scioto County
45701|STANDARD|Athens|OH|Athens County|OH-Athens County
45710|STANDARD|Albany|OH|Athens County|OH-Athens County
45711|STANDARD|Amesville|OH|Athens County|OH-Athens County
45712|PO BOX|Barlow|OH|Washington County|OH-Washington County
45713|PO BOX|Bartlett|OH|Washington County|OH-Washington County
45714|STANDARD|Belpre|OH|Washington County|OH-Washington County
45715|STANDARD|Beverly|OH|Morgan County|OH-Morgan County
45716|PO BOX|Buchtel|OH|Athens County|OH-Athens County
45717|PO BOX|Carbondale|OH|Athens County|OH-Athens County
45719|PO BOX|Chauncey|OH|Athens County|OH-Athens County
45720|PO BOX|Chester|OH|Meigs County|OH-Meigs County
45721|STANDARD|Coal Run|OH|Washington County|OH-Washington County
45723|STANDARD|Coolville|OH|Athens County|OH-Athens County
45724|STANDARD|Cutler|OH|Washington County|OH-Washington County
45727|STANDARD|Dexter City|OH|Noble County|OH-Noble County
45729|STANDARD|Fleming|OH|Washington County|OH-Washington County
45732|STANDARD|Glouster|OH|Athens County|OH-Athens County
45734|STANDARD|Graysville|OH|Monroe County|OH-Monroe County
45735|STANDARD|Guysville|OH|Athens County|OH-Athens County
45739|PO BOX|Hockingport|OH|Athens County|OH-Athens County
45740|PO BOX|Jacksonville|OH|Athens County|OH-Athens County
45741|STANDARD|Langsville|OH|Meigs County|OH-Meigs County
45742|STANDARD|Little Hocking|OH|Washington County|OH-Washington County
45743|STANDARD|Long Bottom|OH|Meigs County|OH-Meigs County
45744|STANDARD|Lowell|OH|Washington County|OH-Washington County
45745|STANDARD|Lower Salem|OH|Noble County|OH-Noble County
45746|STANDARD|Macksburg|OH|Washington County|OH-Washington County
45750|STANDARD|Marietta|OH|Washington County|OH-Washington County
45760|STANDARD|Middleport|OH|Meigs County|OH-Meigs County
45761|STANDARD|Millfield|OH|Athens County|OH-Athens County
45764|STANDARD|Nelsonville|OH|Athens County|OH-Athens County
45766|STANDARD|New Marshfield|OH|Athens County|OH-Athens County
45767|STANDARD|New Matamoras|OH|Washington County|OH-Washington County
45768|STANDARD|Newport|OH|Washington County|OH-Washington County
45769|STANDARD|Pomeroy|OH|Meigs County|OH-Meigs County
45770|STANDARD|Portland|OH|Meigs County|OH-Meigs County
45771|STANDARD|Racine|OH|Meigs County|OH-Meigs County
45772|STANDARD|Reedsville|OH|Meigs County|OH-Meigs County
45773|STANDARD|Reno|OH|Washington County|OH-Washington County
45775|STANDARD|Rutland|OH|Meigs County|OH-Meigs County
45776|STANDARD|Shade|OH|Athens County|OH-Athens County
45777|PO BOX|Sharpsburg|OH|Athens County|OH-Athens County
45778|STANDARD|Stewart|OH|Athens County|OH-Athens County
45779|PO BOX|Syracuse|OH|Meigs County|OH-Meigs County
45780|STANDARD|The Plains|OH|Athens County|OH-Athens County
45782|PO BOX|Trimble|OH|Athens County|OH-Athens County
45783|PO BOX|Tuppers Plains|OH|Meigs County|OH-Meigs County
45784|STANDARD|Vincent|OH|Washington County|OH-Washington County
45786|STANDARD|Waterford|OH|Washington County|OH-Washington County
45787|PO BOX|Watertown|OH|Washington County|OH-Washington County
45788|STANDARD|Whipple|OH|Washington County|OH-Washington County
45789|STANDARD|Wingett Run|OH|Washington County|OH-Washington County
45801|STANDARD|Lima|OH|Allen County|OH-Allen County
45802|PO BOX|Lima|OH|Allen County|OH-Allen County
45804|STANDARD|Lima|OH|Allen County|OH-Allen County
45805|STANDARD|Lima|OH|Allen County|OH-Allen County
45806|STANDARD|Lima|OH|Allen County|OH-Allen County
45807|STANDARD|Lima|OH|Allen County|OH-Allen County
45808|STANDARD|Beaverdam|OH|Allen County|OH-Allen County
45809|STANDARD|Gomer|OH|Allen County|OH-Allen County
45810|STANDARD|Ada|OH|Hardin County|OH-Hardin County
45812|STANDARD|Alger|OH|Hardin County|OH-Hardin County
45813|STANDARD|Antwerp|OH|Paulding County|OH-Paulding County
45814|STANDARD|Arlington|OH|Hancock County|OH-Hancock County
45815|PO BOX|Belmore|OH|Putnam County|OH-Putnam County
45816|PO BOX|Benton Ridge|OH|Hancock County|OH-Hancock County
45817|STANDARD|Bluffton|OH|Allen County|OH-Allen County
45819|STANDARD|Buckland|OH|Auglaize County|OH-Auglaize County
45820|PO BOX|Cairo|OH|Allen County|OH-Allen County
45821|STANDARD|Cecil|OH|Paulding County|OH-Paulding County
45822|STANDARD|Celina|OH|Mercer County|OH-Mercer County
45826|PO BOX|Chickasaw|OH|Mercer County|OH-Mercer County
45827|STANDARD|Cloverdale|OH|Putnam County|OH-Putnam County
45828|STANDARD|Coldwater|OH|Mercer County|OH-Mercer County
45830|STANDARD|Columbus Grove|OH|Putnam County|OH-Putnam County
45831|STANDARD|Continental|OH|Putnam County|OH-Putnam County
45832|STANDARD|Convoy|OH|Van Wert County|OH-Van Wert County
45833|STANDARD|Delphos|OH|Allen County|OH-Allen County
45835|STANDARD|Dola|OH|Hardin County|OH-Hardin County
45836|STANDARD|Dunkirk|OH|Hardin County|OH-Hardin County
45837|PO BOX|Dupont|OH|Putnam County|OH-Putnam County
45838|PO BOX|Elgin|OH|Van Wert County|OH-Van Wert County
45839|PO BOX|Findlay|OH|Hancock County|OH-Hancock County
45840|STANDARD|Findlay|OH|Hancock County|OH-Hancock County
45841|STANDARD|Jenera|OH|Hancock County|OH-Hancock County
45843|STANDARD|Forest|OH|Hardin County|OH-Hardin County
45844|STANDARD|Fort Jennings|OH|Putnam County|OH-Putnam County
45845|STANDARD|Fort Loramie|OH|Shelby County|OH-Shelby County
45846|STANDARD|Fort Recovery|OH|Mercer County|OH-Mercer County
45848|PO BOX|Glandorf|OH|Putnam County|OH-Putnam County
45849|STANDARD|Grover Hill|OH|Paulding County|OH-Paulding County
45850|STANDARD|Harrod|OH|Allen County|OH-Allen County
45851|STANDARD|Haviland|OH|Paulding County|OH-Paulding County
45853|PO BOX|Kalida|OH|Putnam County|OH-Putnam County
45854|PO BOX|Lafayette|OH|Allen County|OH-Allen County
45855|PO BOX|Latty|OH|Paulding County|OH-Paulding County
45856|STANDARD|Leipsic|OH|Putnam County|OH-Putnam County
45858|STANDARD|Mc Comb|OH|Hancock County|OH-Hancock County
45859|PO BOX|Mc Guffey|OH|Hardin County|OH-Hardin County
45860|STANDARD|Maria Stein|OH|Mercer County|OH-Mercer County
45861|PO BOX|Melrose|OH|Paulding County|OH-Paulding County
45862|STANDARD|Mendon|OH|Mercer County|OH-Mercer County
45863|STANDARD|Middle Point|OH|Van Wert County|OH-Van Wert County
45864|PO BOX|Miller City|OH|Putnam County|OH-Putnam County
45865|STANDARD|Minster|OH|Auglaize County|OH-Auglaize County
45866|PO BOX|Montezuma|OH|Mercer County|OH-Mercer County
45867|STANDARD|Mount Blanchard|OH|Hancock County|OH-Hancock County
45868|STANDARD|Mount Cory|OH|Hancock County|OH-Hancock County
45869|STANDARD|New Bremen|OH|Auglaize County|OH-Auglaize County
45870|PO BOX|New Hampshire|OH|Auglaize County|OH-Auglaize County
45871|STANDARD|New Knoxville|OH|Auglaize County|OH-Auglaize County
45872|STANDARD|North Baltimore|OH|Wood County|OH-Wood County
45873|STANDARD|Oakwood|OH|Paulding County|OH-Paulding County
45874|STANDARD|Ohio City|OH|Van Wert County|OH-Van Wert County
45875|STANDARD|Ottawa|OH|Putnam County|OH-Putnam County
45876|PO BOX|Ottoville|OH|Putnam County|OH-Putnam County
45877|STANDARD|Pandora|OH|Putnam County|OH-Putnam County
45879|STANDARD|Paulding|OH|Paulding County|OH-Paulding County
45880|STANDARD|Payne|OH|Paulding County|OH-Paulding County
45881|STANDARD|Rawson|OH|Hancock County|OH-Hancock County
45882|STANDARD|Rockford|OH|Mercer County|OH-Mercer County
45883|STANDARD|Saint Henry|OH|Mercer County|OH-Mercer County
45884|PO BOX|Saint Johns|OH|Auglaize County|OH-Auglaize County
45885|STANDARD|Saint Marys|OH|Auglaize County|OH-Auglaize County
45886|STANDARD|Scott|OH|Paulding County|OH-Paulding County
45887|STANDARD|Spencerville|OH|Allen County|OH-Allen County
45888|PO BOX|Uniopolis|OH|Auglaize County|OH-Auglaize County
45889|STANDARD|Van Buren|OH|Hancock County|OH-Hancock County
45890|STANDARD|Vanlue|OH|Hancock County|OH-Hancock County
45891|STANDARD|Van Wert|OH|Van Wert County|OH-Van Wert County
45893|PO BOX|Vaughnsville|OH|Putnam County|OH-Putnam County
45894|STANDARD|Venedocia|OH|Van Wert County|OH-Van Wert County
45895|STANDARD|Wapakoneta|OH|Auglaize County|OH-Auglaize County
45896|STANDARD|Waynesfield|OH|Auglaize County|OH-Auglaize County
45897|STANDARD|Williamstown|OH|Hancock County|OH-Hancock County
45898|STANDARD|Willshire|OH|Van Wert County|OH-Van Wert County
45899|PO BOX|Wren|OH|Van Wert County|OH-Van Wert County
45999|UNIQUE|Cincinnati|OH|Hamilton County|OH-Hamilton County
46001|STANDARD|Alexandria|IN|Madison County|IN-Madison County
46011|STANDARD|Anderson|IN|Madison County|IN-Madison County
46012|STANDARD|Anderson|IN|Madison County|IN-Madison County
46013|STANDARD|Anderson|IN|Madison County|IN-Madison County
46014|PO BOX|Anderson|IN|Madison County|IN-Madison County
46015|PO BOX|Anderson|IN|Madison County|IN-Madison County
46016|STANDARD|Anderson|IN|Madison County|IN-Madison County
46017|STANDARD|Anderson|IN|Madison County|IN-Madison County
46018|PO BOX|Anderson|IN|Madison County|IN-Madison County
46030|STANDARD|Arcadia|IN|Hamilton County|IN-Hamilton County
46031|STANDARD|Atlanta|IN|Hamilton County|IN-Hamilton County
