State|ZCTACode|ZipCode|header1:float|header2:float|header3:float|header4:float|header5:float|header6:float|header7:float|header8:float|header9:float|header10:float
Illinois|ZCTA 62540|62540|632|64.2|29.4|47.6|9|35.8|32|13.3|2.36|2.96
Illinois|ZCTA 62543|62543|218|73.9|31.2|61|8.7|26.1|21.6|9.6|2.48|2.84
Illinois|ZCTA 62544|62544|716|73.5|30.2|61.9|8.7|26.5|23|10.1|2.45|2.86
Illinois|ZCTA 62545|62545|472|74.8|30.7|60.2|9.7|25.2|19.7|7.4|2.64|3.03
Illinois|ZCTA 62546|62546|647|70.6|30.1|57.7|9.1|29.4|25.3|11.7|2.52|3
Illinois|ZCTA 62547|62547|322|71.7|24.2|59.3|9|28.3|23|10.2|2.5|2.87
Illinois|ZCTA 62548|62548|942|67.5|26.6|57|7.9|32.5|29.3|14.4|2.32|2.85
Illinois|ZCTA 62549|62549|2381|76.9|37.4|62.8|10.4|23.1|20.2|8.2|2.6|2.98
Illinois|ZCTA 62550|62550|1150|73|30.5|60.6|8.9|27|24.1|11.4|2.45|2.91
Illinois|ZCTA 62551|62551|334|68|32.9|53.6|9.9|32|28.4|10.5|2.51|3.04
Illinois|ZCTA 62553|62553|172|75.6|29.7|63.4|5.2|24.4|21.5|14.5|2.54|2.89
Illinois|ZCTA 62554|62554|618|75.6|29.8|66.7|6|24.4|20.6|8.9|2.53|2.89
Illinois|ZCTA 62555|62555|202|79.7|27.7|67.8|5|20.3|15.8|7.9|2.67|2.89
Illinois|ZCTA 62556|62556|159|76.1|26.4|64.8|8.2|23.9|20.1|9.4|2.65|2.96
Illinois|ZCTA 62557|62557|3246|63.6|25.2|48|10.5|36.4|32.6|16.3|2.31|2.9
Illinois|ZCTA 62558|62558|1407|72.9|34.7|56.4|10.9|27.1|22.5|10|2.55|2.95
Illinois|ZCTA 62560|62560|623|69.3|25.7|58.3|7.5|30.7|26.3|11.9|2.42|2.89
Illinois|ZCTA 62561|62561|2060|73.5|35.9|53.5|14.9|26.5|21.7|7.6|2.58|2.98
Illinois|ZCTA 62563|62563|2120|78.5|37.2|67.9|7.5|21.5|18.7|9|2.68|3.06
Illinois|ZCTA 62565|62565|3246|64.6|24.3|51.4|8.7|35.4|31.1|14.8|2.28|2.83
Illinois|ZCTA 62567|62567|451|74.7|33|58.5|11.1|25.3|23.3|10.6|2.56|2.96
Illinois|ZCTA 62568|62568|6468|63.6|26.1|47.9|10.8|36.4|31.2|14.2|2.3|2.85
Illinois|ZCTA 62570|62570|214|68.2|29.9|48.6|10.7|31.8|26.6|9.8|2.39|2.87
Illinois|ZCTA 62571|62571|580|76.7|27.9|63.8|7.9|23.3|18.6|7.9|2.64|2.98
Illinois|ZCTA 62572|62572|265|70.2|29.8|56.2|10.9|29.8|24.2|7.2|2.51|2.96
Illinois|ZCTA 62573|62573|591|74.5|35.5|57.7|12|25.5|21.2|8.6|2.51|2.9
Illinois|ZCTA 62601|62601|181|72.9|24.9|64.1|4.4|27.1|21|7.7|2.4|2.79
Illinois|ZCTA 62610|62610|79|72.2|34.2|48.1|16.5|27.8|26.6|12.7|2.52|2.98
Illinois|ZCTA 62611|62611|428|72.7|28.7|63.1|7.7|27.3|23.8|12.1|2.49|2.95
Illinois|ZCTA 62612|62612|791|69.5|26.8|58.2|7.3|30.5|24.7|11.9|2.42|2.88
Illinois|ZCTA 62613|62613|1485|74.4|37|59.1|10.4|25.6|21.6|7.7|2.61|3.02
Illinois|ZCTA 62615|62615|2146|73.3|38|56.2|12.3|26.7|21.4|9.2|2.65|3.08
Illinois|ZCTA 62617|62617|330|64.8|24.8|49.1|10.6|35.2|31.2|13.9|2.31|2.82
Illinois|ZCTA 62618|62618|2900|68.2|32.7|48.6|12.9|31.8|25.7|11.3|2.7|3.19
Illinois|ZCTA 62621|62621|480|69.2|30.6|52.3|9.8|30.8|25.4|11.9|2.44|2.87
Illinois|ZCTA 62624|62624|236|69.1|22.5|57.2|5.9|30.9|28.8|14|2.31|2.8
Illinois|ZCTA 62625|62625|331|80.1|27.2|68.9|5.7|19.9|16.3|7.6|2.58|2.88
Illinois|ZCTA 62626|62626|3404|64|26.1|50|9.3|36|30.3|14.2|2.31|2.85
Illinois|ZCTA 62627|62627|426|67.6|25.8|53.1|9.2|32.4|27|14.3|2.33|2.81
Illinois|ZCTA 62628|62628|365|73.2|30.4|58.9|9|26.8|23.3|10.4|2.45|2.88
Illinois|ZCTA 62629|62629|4891|76.5|39|61.6|11.2|23.5|19.3|5.4|2.65|3.03
Illinois|ZCTA 62630|62630|203|72.4|28.1|59.6|6.4|27.6|20.2|11.8|2.62|3
Illinois|ZCTA 62631|62631|108|76.9|31.5|67.6|6.5|23.1|20.4|11.1|2.43|2.82
Illinois|ZCTA 62633|62633|288|66.3|21.2|56.6|5.2|33.7|30.2|11.8|2.25|2.75
Illinois|ZCTA 62634|62634|343|69.4|23.3|59.8|6.4|30.6|25.1|12.8|2.39|2.86
Illinois|ZCTA 62635|62635|305|69.8|27.9|59.3|6.2|30.2|27.9|15.1|2.42|2.92
Illinois|ZCTA 62638|62638|534|71.3|29.2|55.8|10.7|28.7|23.6|8.6|2.5|2.93
Illinois|ZCTA 62639|62639|132|66.7|25|56.8|4.5|33.3|22.7|12.9|2.39|2.88
Illinois|ZCTA 62640|62640|1550|68.7|25.5|55.5|8.5|31.3|26.1|13.3|2.37|2.82
Illinois|ZCTA 62642|62642|597|71.2|26|55.3|10.2|28.8|24.3|10.1|2.41|2.84
Illinois|ZCTA 62643|62643|209|72.2|28.7|52.6|13.4|27.8|22|10.5|2.52|2.91
Illinois|ZCTA 62644|62644|2267|64.4|24.3|49.3|11.1|35.6|30.5|15.1|2.31|2.83
Illinois|ZCTA 62649|62649|206|68|27.7|52.9|7.3|32|23.3|10.2|2.37|2.77
Illinois|ZCTA 62650|62650|10623|60.2|24.4|44.3|11.9|39.8|33.7|13.6|2.25|2.85
Illinois|ZCTA 62655|62655|233|70.8|26.2|54.1|10.7|29.2|23.6|9.4|2.44|2.81
Illinois|ZCTA 62656|62656|7006|63|26.4|45.8|12|37|31.3|13.7|2.3|2.84
Illinois|ZCTA 62661|62661|469|75.1|30.5|60.8|7.7|24.9|19|6.8|2.59|2.92
Illinois|ZCTA 62663|62663|127|65.4|31.5|55.9|7.1|34.6|30.7|12.6|2.3|2.88
Illinois|ZCTA 62664|62664|1272|65.6|25.8|49.4|12.4|34.4|29.9|16.7|2.34|2.86
Illinois|ZCTA 62665|62665|657|66.7|26.6|51|10.4|33.3|28.9|11.1|2.48|3
Illinois|ZCTA 62666|62666|256|71.1|23.4|57.8|9.4|28.9|26.6|12.9|2.41|2.83
Illinois|ZCTA 62667|62667|197|67|26.9|57.9|3.6|33|29.4|14.7|2.36|2.89
Illinois|ZCTA 62668|62668|618|74.3|25.4|63.1|7.8|25.7|21|10|2.45|2.8
Illinois|ZCTA 62670|62670|1183|73.2|33.8|60.9|9.7|26.8|23.1|9.8|2.53|2.97
Illinois|ZCTA 62671|62671|223|68.6|26.5|57|7.6|31.4|24.2|8.1|2.57|3.06
Illinois|ZCTA 62672|62672|94|73.4|22.3|50|19.1|26.6|21.3|12.8|2.6|2.91
Illinois|ZCTA 62673|62673|217|72.8|29.5|55.3|11.5|27.2|22.1|12|2.44|2.78
Illinois|ZCTA 62674|62674|617|65.5|24.6|54.6|8.3|34.5|28.4|12.8|2.36|2.87
Illinois|ZCTA 62675|62675|2546|70.1|27.2|57.4|8.8|29.9|26.2|11|2.36|2.81
Illinois|ZCTA 62677|62677|996|78|33|66.3|7.5|22|19.5|7.8|2.57|2.92
Illinois|ZCTA 62681|62681|2209|65.9|25.9|52.2|8.5|34.1|28.9|14.9|2.33|2.83
Illinois|ZCTA 62682|62682|342|73.4|29.8|58.5|8.2|26.6|22.5|10.5|2.65|2.98
Illinois|ZCTA 62684|62684|1837|78.6|39.2|66.8|8.4|21.4|17.4|7.8|2.68|3.04
Illinois|ZCTA 62685|62685|829|73.6|28.2|60.4|7.7|26.4|22.1|9.3|2.53|2.94
Illinois|ZCTA 62688|62688|314|71|25.2|54.8|9.2|29|22.9|12.4|2.42|2.81
Illinois|ZCTA 62689|62689|213|66.2|31.9|48.8|9.9|33.8|30|11.3|2.43|3.01
Illinois|ZCTA 62690|62690|1693|66.3|29.5|47.4|13|33.7|28.8|12.9|2.4|2.91
Illinois|ZCTA 62691|62691|1016|64.1|23.7|50.5|8.6|35.9|29.2|13.3|2.34|2.87
Illinois|ZCTA 62692|62692|872|67.4|28.3|54|8.9|32.6|27.9|13.9|2.4|2.9
Illinois|ZCTA 62693|62693|630|74.6|34.6|63.3|9.2|25.4|21.7|10.6|2.6|3.04
Illinois|ZCTA 62694|62694|1326|67.5|29|54.4|9|32.5|28.7|14.5|2.37|2.89
Illinois|ZCTA 62695|62695|121|63.6|27.3|47.1|10.7|36.4|30.6|13.2|2.45|2.99
Illinois|ZCTA 62701|62701|655|12.1|3.8|5.8|5.6|87.9|78.3|21.5|1.26|2.25
Illinois|ZCTA 62702|62702|16414|54.2|23.9|31.6|17|45.8|38.1|12.9|2.23|2.94
Illinois|ZCTA 62703|62703|12224|57.6|26.9|29.2|22.8|42.4|35.1|11.8|2.34|3.02
Illinois|ZCTA 62704|62704|19019|52.2|21.8|36.4|12|47.8|40.2|12|2.07|2.8
Illinois|ZCTA 62707|62707|3049|70.2|26.2|55.6|10.2|29.8|23.7|7.4|2.44|2.86
Illinois|ZCTA 62711|62711|6274|69.5|28.9|61.9|5.5|30.5|26.2|10.5|2.41|2.93
Illinois|ZCTA 62712|62712|4178|70.5|30.2|61.7|6.1|29.5|24.6|6.4|2.45|2.93
Illinois|ZCTA 62801|62801|8688|62.5|25|42.8|14.8|37.5|31.8|14.5|2.35|2.88
Illinois|ZCTA 62803|62803|372|76.1|31.2|62.6|7.8|23.9|21.2|9.9|2.55|2.93
Illinois|ZCTA 62806|62806|1444|66.5|26.7|53.3|8.5|33.5|29.3|13.8|2.34|2.89
Illinois|ZCTA 62807|62807|392|70.7|30.1|56.4|10.2|29.3|27.3|12.8|2.45|2.94
Illinois|ZCTA 62808|62808|606|66.2|25.7|53.6|7.3|33.8|28.5|13.2|2.4|2.95
Illinois|ZCTA 62809|62809|59|81.4|32.2|67.8|5.1|18.6|16.9|8.5|2.41|2.69
Illinois|ZCTA 62810|62810|393|77.6|27.7|68.4|6.6|22.4|20.1|9.7|2.77|3.18
Illinois|ZCTA 62811|62811|121|70.2|27.3|57.9|7.4|29.8|25.6|7.4|2.56|3.04
Illinois|ZCTA 62812|62812|4802|62.6|24.6|46.8|11.1|37.4|33.2|17.8|2.27|2.85
Illinois|ZCTA 62814|62814|797|76.8|30.4|64.2|7.7|23.2|19.3|8.5|2.66|3.06
Illinois|ZCTA 62815|62815|154|77.9|32.5|61.7|9.7|22.1|20.1|12.3|2.7|3.11
Illinois|ZCTA 62816|62816|548|71|22.4|58.2|8.2|29|25.2|10.4|2.38|2.84
Illinois|ZCTA 62817|62817|239|71.5|23|54|12.1|28.5|25.5|13.8|2.33|2.74
Illinois|ZCTA 62818|62818|137|77.4|21.9|67.2|6.6|22.6|21.2|8|2.41|2.76
Illinois|ZCTA 62819|62819|197|63.5|22.3|41.6|13.2|36.5|32.5|14.2|2.27|2.8
Illinois|ZCTA 62820|62820|74|70.3|17.6|64.9|5.4|29.7|24.3|10.8|2.19|2.56
Illinois|ZCTA 62821|62821|3318|64.1|24|49.3|10.7|35.9|32.2|16.7|2.22|2.76
Illinois|ZCTA 62822|62822|1146|62|26|42.3|15.4|38|34.1|17.1|2.25|2.83
Illinois|ZCTA 62823|62823|688|70.8|26.5|58.1|8.1|29.2|25.9|13.4|2.41|2.87
Illinois|ZCTA 62824|62824|772|65.2|23.1|50.3|8.4|34.8|30.6|14.5|2.28|2.77
Illinois|ZCTA 62825|62825|85|63.5|25.9|48.2|7.1|36.5|30.6|17.6|2.39|2.96
Illinois|ZCTA 62827|62827|550|63.1|25.5|50.4|8.7|36.9|31.3|14.4|2.26|2.82
Illinois|ZCTA 62828|62828|560|73.6|29.5|62.9|7|26.4|23.8|13.6|2.55|3.01
Illinois|ZCTA 62830|62830|599|62.3|25.5|49.9|8.3|37.7|33.9|14.4|2.32|2.97
Illinois|ZCTA 62831|62831|242|70.2|22.3|58.3|9.1|29.8|26|12.4|2.37|2.82
Illinois|ZCTA 62832|62832|3844|65.6|28|47.5|13.8|34.4|30.4|13.8|2.36|2.92
Illinois|ZCTA 62833|62833|159|76.7|22|69.2|4.4|23.3|20.8|5.7|2.41|2.79
Illinois|ZCTA 62835|62835|485|68.9|24.7|56.5|8.2|31.1|27.6|11.5|2.28|2.77
Illinois|ZCTA 62836|62836|296|76.4|36.1|69.3|4.1|23.6|19.3|9.5|2.71|3.09
Illinois|ZCTA 62837|62837|3935|64.3|24.9|51|9.5|35.7|32.2|16.4|2.24|2.8
Illinois|ZCTA 62838|62838|611|69.9|26.2|57.4|6.5|30.1|25.9|11.6|2.45|2.87
Illinois|ZCTA 62839|62839|2785|63.7|27|47.3|11.3|36.3|31.5|15.3|2.33|2.91
Illinois|ZCTA 62842|62842|341|73.9|31.4|59.8|9.4|26.1|22.9|8.5|2.45|2.85
Illinois|ZCTA 62843|62843|47|61.7|14.9|57.4|4.3|38.3|34|17|2.13|2.72
Illinois|ZCTA 62844|62844|904|64.4|24|51.1|9.3|35.6|31.1|13.3|2.25|2.78
Illinois|ZCTA 62846|62846|311|66.9|24.4|50.2|12.2|33.1|26.7|10.6|2.53|3.04
Illinois|ZCTA 62848|62848|260|70.8|31.9|53.1|11.5|29.2|21.5|8.5|2.45|2.82
Illinois|ZCTA 62849|62849|856|72.9|29.3|61.7|5.8|27.1|22.9|10.7|2.58|3
Illinois|ZCTA 62850|62850|128|75|35.2|58.6|9.4|25|20.3|12.5|2.98|3.5
Illinois|ZCTA 62851|62851|129|76.7|24|69|4.7|23.3|22.5|8.5|2.55|2.92
Illinois|ZCTA 62852|62852|71|70.4|23.9|59.2|8.5|29.6|22.5|8.5|2.25|2.58
Illinois|ZCTA 62853|62853|397|74.1|29.2|64.7|7.3|25.9|21.4|10.3|2.6|3.03
Illinois|ZCTA 62854|62854|727|71.1|26.3|57.4|8.5|28.9|25|12.2|2.44|2.89
Illinois|ZCTA 62856|62856|145|65.5|21.4|45.5|13.1|34.5|27.6|9.7|2.23|2.67
Illinois|ZCTA 62858|62858|1199|69.2|26.2|57.5|8.1|30.8|26.4|12.9|2.42|2.89
Illinois|ZCTA 62859|62859|2389|66|26.9|52.3|9.8|34|29.8|17|2.36|2.9
Illinois|ZCTA 62860|62860|213|70|28.6|59.6|5.6|30|27.7|12.2|2.46|2.96
Illinois|ZCTA 62861|62861|58|51.7|22.4|32.8|8.6|48.3|41.4|10.3|2.21|3.03
Illinois|ZCTA 62862|62862|164|73.2|24.4|59.8|7.9|26.8|25|11.6|2.22|2.6
Illinois|ZCTA 62863|62863|4323|64.7|25.6|51.3|9.7|35.3|30.5|14.9|2.34|2.9
Illinois|ZCTA 62864|62864|10318|62.5|25.9|45|12.9|37.5|32.2|14.5|2.3|2.88
Illinois|ZCTA 62865|62865|826|72.6|26.5|60.9|6.8|27.4|23.2|10.3|2.44|2.84
Illinois|ZCTA 62867|62867|237|59.9|19|50.6|6.3|40.1|31.6|13.9|2.2|2.82
Illinois|ZCTA 62868|62868|754|73.6|28.4|61.5|8.4|26.4|23.3|9.4|2.48|2.9
Illinois|ZCTA 62869|62869|1129|69.4|26.5|58.1|7.7|30.6|26.9|13.2|2.36|2.83
Illinois|ZCTA 62870|62870|820|70.4|27.4|53|11|29.6|26.7|11|2.43|2.9
Illinois|ZCTA 62871|62871|285|70.2|24.9|60|6|29.8|28.8|15.1|2.41|2.94
Illinois|ZCTA 62872|62872|408|78.7|35.3|67.2|8.1|21.3|15.4|6.1|2.89|3.24
Illinois|ZCTA 62874|62874|160|63.1|19.4|40|12.5|36.9|29.4|11.9|2.33|2.77
Illinois|ZCTA 62875|62875|468|72.4|28.2|59.2|10.7|27.6|24.8|11.1|2.49|2.93
Illinois|ZCTA 62876|62876|99|69.7|30.3|55.6|8.1|30.3|26.3|13.1|2.49|3.04
Illinois|ZCTA 62877|62877|214|68.7|25.2|54.2|7.9|31.3|25.7|7.9|2.4|2.86
Illinois|ZCTA 62878|62878|162|75.9|27.2|63|8.6|24.1|20.4|4.9|2.53|2.89
Illinois|ZCTA 62880|62880|288|71.5|30.2|64.9|4.2|28.5|26|17.7|2.49|3.01
Illinois|ZCTA 62881|62881|4642|67|28.4|50.6|11.8|33|28.7|12.9|2.39|2.91
Illinois|ZCTA 62882|62882|919|68.9|28.9|47.6|14.9|31.1|25.4|11.3|2.54|2.99
Illinois|ZCTA 62883|62883|228|74.6|30.3|64.5|3.9|25.4|22.4|11.8|2.59|3.05
Illinois|ZCTA 62884|62884|1225|70.2|29.2|52.7|11.4|29.8|25.1|11.4|2.4|2.82
Illinois|ZCTA 62885|62885|319|74.9|30.1|64.6|6.3|25.1|19.7|8.8|2.63|3.03
Illinois|ZCTA 62886|62886|176|75|24.4|59.7|9.7|25|22.7|14.8|2.5|2.92
Illinois|ZCTA 62887|62887|121|66.9|25.6|53.7|8.3|33.1|29.8|14.9|2.44|3.05
Illinois|ZCTA 62888|62888|861|72.7|28.6|58.4|8|27.3|23.5|10.8|2.48|2.9
Illinois|ZCTA 62889|62889|334|76.6|29|66.8|5.7|23.4|21.3|11.1|2.55|2.91
Illinois|ZCTA 62890|62890|1128|74.4|28.7|61.7|8.2|25.6|22|9.8|2.55|2.97
Illinois|ZCTA 62891|62891|267|70.8|25.1|53.6|10.5|29.2|25.1|13.5|2.44|2.88
Illinois|ZCTA 62892|62892|133|67.7|28.6|54.9|10.5|32.3|29.3|14.3|2.38|2.98
Illinois|ZCTA 62893|62893|383|76.2|28.2|61.4|5.7|23.8|20.1|7|2.55|2.88
Illinois|ZCTA 62894|62894|398|73.4|30.9|60.1|9|26.6|21.9|12.1|2.53|2.93
Illinois|ZCTA 62895|62895|839|71.3|28|55.9|11.3|28.7|25.4|14.5|2.41|2.87
Illinois|ZCTA 62896|62896|5308|65.2|26.5|47.1|12.6|34.8|30|12.6|2.36|2.88
Illinois|ZCTA 62897|62897|165|67.9|27.3|60|3.6|32.1|27.3|13.3|2.41|2.96
Illinois|ZCTA 62898|62898|810|77|33.1|61.9|11|23|19.6|9|2.59|2.94
Illinois|ZCTA 62899|62899|652|72.5|27.8|60.4|6.6|27.5|24.1|11.3|2.47|2.88
Illinois|ZCTA 62901|62901|11502|34.4|15.2|21.9|9.2|65.6|41.3|6.2|2.05|2.86
Illinois|ZCTA 62902|62902|2063|55.1|23|43.5|8.5|44.9|32.6|7.5|2.2|2.85
Illinois|ZCTA 62903|62903|1340|43.9|20.2|32.6|8.3|56.1|33.4|5|2.21|2.88
Illinois|ZCTA 62905|62905|269|71|26|55.4|8.6|29|21.9|8.9|2.52|2.91
Illinois|ZCTA 62906|62906|2963|64.4|25.1|48.4|11.8|35.6|31.9|17.2|2.3|2.84
Illinois|ZCTA 62907|62907|838|75.5|29.7|62.5|8.7|24.5|20.9|10.3|2.58|2.98
Illinois|ZCTA 62908|62908|196|69.9|30.6|62.8|5.1|30.1|27.6|11.2|2.38|2.89
Illinois|ZCTA 62910|62910|1154|67.6|27.9|51.9|12.4|32.4|27.9|11.7|2.48|3.01
Illinois|ZCTA 62912|62912|467|72.2|26.1|62.5|6.6|27.8|23.1|8.6|2.52|2.96
Illinois|ZCTA 62914|62914|1413|53.6|26.2|23.1|26.8|46.4|43|15.2|2.15|2.99
Illinois|ZCTA 62915|62915|134|65.7|21.6|43.3|15.7|34.3|26.9|11.2|2.4|2.89
Illinois|ZCTA 62916|62916|369|72.9|32.5|62.6|8.1|27.1|22.5|8.4|2.7|3.2
Illinois|ZCTA 62917|62917|993|65.4|23.2|48.1|13.1|34.6|31|15.1|2.32|2.88
Illinois|ZCTA 62918|62918|4065|66.1|29.8|51.4|10.7|33.9|27.1|9|2.41|2.94
Illinois|ZCTA 62919|62919|446|67.3|22.2|54.3|9.2|32.7|28.9|15|2.25|2.73
Illinois|ZCTA 62920|62920|1307|68.2|25.5|54.6|9.2|31.8|27.3|10.9|2.48|3
Illinois|ZCTA 62921|62921|169|58.6|17.2|36.1|14.8|41.4|36.7|14.8|2.22|2.84
Illinois|ZCTA 62922|62922|1318|73.3|22.7|63.8|5.7|26.7|22.6|9.9|2.37|2.76
Illinois|ZCTA 62923|62923|218|68.8|25.7|56.4|8.7|31.2|28|13.8|2.38|2.89
Illinois|ZCTA 62924|62924|1166|66.5|27.9|46.8|14.7|33.5|27.6|7.7|2.36|2.82
Illinois|ZCTA 62926|62926|887|71.8|28.2|58.1|9.5|28.2|24.1|10.3|2.55|3
Illinois|ZCTA 62927|62927|160|62.5|25.6|43.8|11.9|37.5|31.9|14.4|2.29|2.92
Illinois|ZCTA 62928|62928|139|62.6|18.7|50.4|8.6|37.4|32.4|18.7|2.11|2.64
Illinois|ZCTA 62930|62930|2694|62.2|24.9|45.3|11.8|37.8|33.3|14.7|2.27|2.83
Illinois|ZCTA 62931|62931|704|65.3|21.6|52|8.1|34.7|30.7|14.8|2.23|2.74
Illinois|ZCTA 62932|62932|651|67.7|28.6|50.4|11.4|32.3|27.2|12.7|2.45|2.93
Illinois|ZCTA 62933|62933|538|58.2|23.8|43.1|10.4|41.8|35.5|14.1|2.13|2.74
Illinois|ZCTA 62934|62934|403|67.2|23.8|52.4|10.7|32.8|29.5|14.4|2.3|2.79
Illinois|ZCTA 62935|62935|790|65.8|26.8|52.7|8.2|34.2|31|15.2|2.4|3.01
Illinois|ZCTA 62938|62938|1196|65.1|20.2|52|8.4|34.9|31.8|14.4|2.21|2.74
Illinois|ZCTA 62939|62939|1300|72.5|25.5|60.8|8.1|27.5|23.6|10.3|2.4|2.8
Illinois|ZCTA 62940|62940|178|65.7|27|50|12.4|34.3|25.3|11.2|2.5|3.01
Illinois|ZCTA 62941|62941|330|72.7|26.4|61.8|8.2|27.3|24.8|12.4|2.45|2.9
Illinois|ZCTA 62942|62942|285|67|24.6|50.5|11.2|33|29.1|13.3|2.48|3.01
Illinois|ZCTA 62943|62943|291|75.9|28.2|60.5|7.6|24.1|23.4|10|2.46|2.83
Illinois|ZCTA 62946|62946|5312|63.4|25.2|46.3|12.7|36.6|32.2|14.7|2.31|2.88
Illinois|ZCTA 62947|62947|235|70.6|22.1|63|3.8|29.4|26|11.5|2.29|2.69
Illinois|ZCTA 62948|62948|5409|63.5|28.7|44.8|13.6|36.5|30.9|13.2|2.34|2.91
Illinois|ZCTA 62949|62949|376|55.1|21.5|34.3|15.2|44.9|39.6|17.8|2.15|2.83
Illinois|ZCTA 62950|62950|84|67.9|25|54.8|8.3|32.1|28.6|14.3|2.3|2.81
Illinois|ZCTA 62951|62951|2222|67.7|28.3|48.9|13.4|32.3|27.5|13|2.4|2.88
Illinois|ZCTA 62952|62952|1346|69.5|28.7|53|12.3|30.5|26.6|11.1|2.45|2.94
Illinois|ZCTA 62953|62953|138|66.7|30.4|42.8|13|33.3|29|13.8|2.61|3.11
Illinois|ZCTA 62954|62954|220|70|23.6|55.5|7.7|30|26.8|12.7|2.34|2.73
Illinois|ZCTA 62956|62956|379|62|22.2|50.4|8.4|38|35.1|17.2|2.25|2.87
Illinois|ZCTA 62957|62957|412|68.4|26.2|50.2|12.6|31.6|26.5|13.1|2.42|2.87
Illinois|ZCTA 62958|62958|965|63.8|26.1|51|7.9|36.2|28.9|6.1|2.34|2.89
Illinois|ZCTA 62959|62959|10974|65.2|26.2|49.2|11.4|34.8|30.3|13.4|2.31|2.85
Illinois|ZCTA 62960|62960|4843|65.6|26.6|49.1|12.2|34.4|30.1|14.6|2.34|2.89
Illinois|ZCTA 62963|62963|247|62.3|30.8|31.6|25.5|37.7|32.8|11.7|2.47|3.18
Illinois|ZCTA 62964|62964|596|63.1|25.3|38.3|19|36.9|32.2|13.3|2.44|3.1
Illinois|ZCTA 62965|62965|52|63.5|26.9|36.5|9.6|36.5|32.7|13.5|2.4|2.94
Illinois|ZCTA 62966|62966|6665|62.1|24.6|45.4|12.5|37.9|31.5|12.4|2.28|2.84
Illinois|ZCTA 62967|62967|128|72.7|28.9|60.2|8.6|27.3|23.4|10.9|2.55|3
Illinois|ZCTA 62969|62969|324|65.7|21.9|51.2|9|34.3|30.2|16|2.26|2.77
Illinois|ZCTA 62970|62970|282|64.9|20.2|51.4|8.5|35.1|30.9|16.3|2.27|2.8
Illinois|ZCTA 62972|62972|494|76.5|25.3|67.6|5.7|23.5|19.6|8.3|2.44|2.78
Illinois|ZCTA 62974|62974|559|76.6|29|62.6|8.1|23.4|21.1|10|2.51|2.87
Illinois|ZCTA 62975|62975|117|69.2|22.2|61.5|3.4|30.8|26.5|12|2.38|2.88
Illinois|ZCTA 62976|62976|213|60.1|15.5|37.6|16.9|39.9|37.6|16.9|2.2|2.93
Illinois|ZCTA 62977|62977|278|75.9|29.5|64.4|6.5|24.1|21.9|7.6|2.52|2.88
Illinois|ZCTA 62979|62979|552|60.7|21.9|48.2|9.8|39.3|35.3|19.6|2.23|2.83
Illinois|ZCTA 62982|62982|572|61.7|26.2|45.3|12.2|38.3|34.4|19.6|2.29|2.91
Illinois|ZCTA 62983|62983|624|67.3|26.1|49.7|11.1|32.7|27.9|13|2.41|2.91
Illinois|ZCTA 62984|62984|769|64.4|23.8|46.4|12.9|35.6|30.7|17|2.36|2.93
Illinois|ZCTA 62985|62985|347|72.3|21.9|63.1|6.9|27.7|23.1|10.1|2.44|2.86
Illinois|ZCTA 62987|62987|472|70.1|25.4|60.8|5.7|29.9|25.2|10.6|2.49|2.97
Illinois|ZCTA 62988|62988|670|70.3|23.3|49.9|14.5|29.7|26.6|12.4|2.5|2.99
Illinois|ZCTA 62990|62990|442|73.1|26.5|55.4|12.4|26.9|24.2|10|2.51|2.96
Illinois|ZCTA 62992|62992|450|58|22|38|15.6|42|38|24.4|2.28|3.06
Illinois|ZCTA 62994|62994|283|76.3|32.2|65.4|8.1|23.7|20.1|8.5|2.67|3.07
Illinois|ZCTA 62995|62995|1580|68.2|26.4|54|9.8|31.8|29.2|16.6|2.36|2.89
Illinois|ZCTA 62996|62996|239|67.4|21.8|55.6|5.9|32.6|28.9|13.8|2.24|2.73
Illinois|ZCTA 62997|62997|238|70.6|36.6|46.2|18.1|29.4|26.1|10.9|2.52|2.98
Illinois|ZCTA 62998|62998|174|69.5|27|55.2|8|30.5|26.4|8|2.41|2.82
Illinois|ZCTA 62999|62999|735|65|29.4|44.1|14.1|35|31.2|15.9|2.43|3.02
Indiana|Indiana|diana|2502154|66.9|29.8|49.6|12.4|33.1|26.9|9.5|2.52|3.05
Indiana|ZCTA 46001|46001|4258|69.6|26.7|53.1|11.1|30.4|25.7|11.1|2.44|2.89
Indiana|ZCTA 46011|46011|6803|69.7|25.6|53.6|12.1|30.3|25.5|11.9|2.4|2.85
Indiana|ZCTA 46012|46012|7820|65.3|23.4|48.9|11.8|34.7|28.4|12.1|2.31|2.8
Indiana|ZCTA 46013|46013|8210|58.2|23.2|39.3|14.1|41.8|35.8|16|2.18|2.79
Indiana|ZCTA 46016|46016|7661|56.8|27.1|27.4|22.4|43.2|35.2|11.6|2.43|3.12
Indiana|ZCTA 46017|46017|2498|67.8|25.3|51.7|10.8|32.2|26.5|10.5|2.39|2.87
Indiana|ZCTA 46030|46030|1215|74.9|34.7|59.5|10|25.1|20.4|9|2.67|3.05
Indiana|ZCTA 46031|46031|787|78.9|35.3|66.2|8|21.1|16|7.1|2.73|3.06
Indiana|ZCTA 46032|46032|16340|69.4|36.5|59.6|7.2|30.6|25.8|7.9|2.56|3.13
