State|ZCTACode|ZipCode|header1:float|header2:float|header3:float|header4:float|header5:float|header6:float|header7:float|header8:float|header9:float|header10:float
Minnesota|ZCTA 55414|55414|10169|23.3|8.3|15.9|5.1|76.7|35.4|3.7|2.3|2.67
Minnesota|ZCTA 55415|55415|981|24.5|5.3|19.2|3.1|75.5|62.8|4.1|1.46|2.26
Minnesota|ZCTA 55416|55416|14837|43.3|18.2|34.4|6.2|56.7|44.4|9.6|1.94|2.78
Minnesota|ZCTA 55417|55417|10739|56.4|26|42.6|10.1|43.6|33|8.6|2.28|2.94
Minnesota|ZCTA 55418|55418|12891|52.1|23.6|36.8|10.8|47.9|35.4|11.1|2.27|2.99
Minnesota|ZCTA 55419|55419|10831|61.8|31.5|47.7|10.6|38.2|28.3|6.7|2.4|3
Minnesota|ZCTA 55420|55420|9112|58.2|23.8|40.6|12.7|41.8|33.3|12.6|2.37|3.04
Minnesota|ZCTA 55421|55421|11430|55.6|23.4|37.2|12.6|44.4|36|13.4|2.34|3.06
Minnesota|ZCTA 55422|55422|11990|57.4|24.9|42.6|11|42.6|33.8|13.4|2.27|2.94
Minnesota|ZCTA 55423|55423|14875|56.8|24.2|41.2|10.8|43.2|34.3|12.9|2.35|3.05
Minnesota|ZCTA 55424|55424|3435|78.4|43.7|69.1|6.4|21.6|18.5|8.8|2.81|3.24
Minnesota|ZCTA 55425|55425|3790|53.5|23.5|35|12.8|46.5|37.2|10.2|2.32|3.09
Minnesota|ZCTA 55426|55426|11472|51.9|22.5|37.2|10.9|48.1|36.5|9.7|2.12|2.81
Minnesota|ZCTA 55427|55427|9750|62.3|25.9|47.8|10.9|37.7|30.3|10.1|2.31|2.89
Minnesota|ZCTA 55428|55428|11643|61.3|28.5|41.4|14.7|38.7|31.2|12.7|2.46|3.1
Minnesota|ZCTA 55429|55429|9935|63.8|32.2|38|19.4|36.2|28.5|8.3|2.67|3.32
Minnesota|ZCTA 55430|55430|7756|63.8|32.4|37.7|18.9|36.2|28.4|10.1|2.75|3.41
Minnesota|ZCTA 55431|55431|7914|62.5|22.6|50.3|8.4|37.5|30.1|13.7|2.3|2.85
Minnesota|ZCTA 55432|55432|12342|63.2|26.3|43.5|13.7|36.8|29.3|9.6|2.42|2.98
Minnesota|ZCTA 55433|55433|13265|66.1|29.7|46.7|14|33.9|26.5|9.2|2.52|3.05
Minnesota|ZCTA 55434|55434|10993|69.6|30.9|52.3|12.1|30.4|23.8|7.6|2.61|3.09
Minnesota|ZCTA 55435|55435|6273|42.7|17.3|34.6|6.2|57.3|51.5|29.5|1.83|2.76
Minnesota|ZCTA 55436|55436|5604|65.3|28|57.2|5.8|34.7|30.9|16.8|2.34|2.95
Minnesota|ZCTA 55437|55437|7816|61.5|22.4|50.5|8.1|38.5|31.7|12.6|2.22|2.8
Minnesota|ZCTA 55438|55438|7271|62.3|22.1|52.1|7.4|37.7|30.9|10.7|2.21|2.76
Minnesota|ZCTA 55439|55439|3411|75.1|32.7|66.8|6.3|24.9|22.2|13|2.56|3.01
Minnesota|ZCTA 55441|55441|7516|62.8|26.9|49.2|9.9|37.2|28.6|6.7|2.31|2.86
Minnesota|ZCTA 55442|55442|5472|69.2|28.8|59|7.6|30.8|24.4|7.5|2.41|2.9
Minnesota|ZCTA 55443|55443|10889|74.6|40|56.7|12.8|25.4|19.9|6.3|2.97|3.45
Minnesota|ZCTA 55444|55444|5163|75.3|35.6|56|13.2|24.7|18.9|3.8|3.03|3.47
Minnesota|ZCTA 55445|55445|3374|73.1|36.6|54.7|12.9|26.9|21.4|5|2.92|3.43
Minnesota|ZCTA 55446|55446|7380|69.3|36.4|58.9|7.7|30.7|25.4|7.9|2.52|3.07
Minnesota|ZCTA 55447|55447|8455|67.5|31.6|56|8.5|32.5|26.7|9.4|2.44|2.99
Minnesota|ZCTA 55448|55448|10267|73.6|33.1|57.4|11.9|26.4|20.4|5.9|2.7|3.11
Minnesota|ZCTA 55449|55449|8267|77|40.9|64.9|8.5|23|17.2|3.8|2.81|3.2
Minnesota|ZCTA 55454|55454|2961|34|19.3|12.5|17.4|66|50.9|14.1|2.06|3.31
Minnesota|ZCTA 55455|55455|4|0|0|0|0|100|25|0|12.75|0
Minnesota|ZCTA 55601|55601|49|59.2|14.3|46.9|10.2|40.8|38.8|4.1|2.14|2.76
Minnesota|ZCTA 55602|55602|98|58.2|8.2|53.1|1|41.8|40.8|10.2|1.81|2.3
Minnesota|ZCTA 55603|55603|234|61.5|17.9|54.3|4.7|38.5|30.8|9|2.1|2.58
Minnesota|ZCTA 55604|55604|1605|58.7|19.6|49.3|6.5|41.3|34.6|12.5|2.06|2.61
Minnesota|ZCTA 55605|55605|257|54.5|25.3|30|13.2|45.5|36.2|8.6|2.2|2.76
Minnesota|ZCTA 55606|55606|130|60.8|17.7|54.6|4.6|39.2|30|7.7|2.09|2.54
Minnesota|ZCTA 55607|55607|70|54.3|14.3|51.4|1.4|45.7|41.4|12.9|1.91|2.61
Minnesota|ZCTA 55609|55609|135|68.9|20.7|60|7.4|31.1|25.2|8.1|2.24|2.7
Minnesota|ZCTA 55612|55612|263|55.5|12.9|52.1|1.9|44.5|34.2|11|1.97|2.53
Minnesota|ZCTA 55613|55613|99|62.6|19.2|56.6|5.1|37.4|33.3|13.1|2.07|2.61
Minnesota|ZCTA 55614|55614|1163|66.4|20.4|55.3|6.4|33.6|29.7|13.8|2.19|2.67
Minnesota|ZCTA 55615|55615|140|55|10|48.6|3.6|45|36.4|12.1|1.83|2.31
Minnesota|ZCTA 55616|55616|3038|63.8|23.9|52.9|7.4|36.2|30.4|13.4|2.26|2.79
Minnesota|ZCTA 55702|55702|190|71.1|31.1|59.5|8.9|28.9|21.1|8.9|2.63|3.06
Minnesota|ZCTA 55703|55703|308|64.6|23.4|53.6|4.9|35.4|31.8|12.3|2.26|2.79
Minnesota|ZCTA 55704|55704|467|64|24.8|50.5|7.9|36|30|13.5|2.42|2.98
Minnesota|ZCTA 55705|55705|1462|62.1|20|50.1|7.7|37.9|32.1|14.5|2.21|2.76
Minnesota|ZCTA 55706|55706|864|63.8|17.9|51|8.6|36.2|32.4|18.1|2.1|2.59
Minnesota|ZCTA 55707|55707|1307|74.1|30.8|61.6|7.3|25.9|21.9|8.8|2.62|3.04
Minnesota|ZCTA 55708|55708|466|53|19.7|38|10.5|47|42.5|19.3|2.02|2.72
Minnesota|ZCTA 55709|55709|1670|69.6|25.5|58.7|6.3|30.4|24.5|10.6|2.43|2.83
Minnesota|ZCTA 55710|55710|559|73.5|20.9|67.3|3.4|26.5|21.5|7.7|2.31|2.65
Minnesota|ZCTA 55711|55711|189|66.1|30.2|50.8|10.6|33.9|28.6|7.9|2.66|3.26
Minnesota|ZCTA 55712|55712|222|71.6|26.1|56.3|7.7|28.4|21.2|11.3|2.64|3.06
Minnesota|ZCTA 55713|55713|436|53.2|23.9|39.9|8|46.8|39.9|18.3|2.11|2.88
Minnesota|ZCTA 55716|55716|142|60.6|30.3|36.6|17.6|39.4|28.2|9.9|2.4|2.88
Minnesota|ZCTA 55717|55717|144|75|13.9|70.1|1.4|25|18.8|6.3|2.33|2.65
Minnesota|ZCTA 55718|55718|1271|69.5|24.8|58.8|6.7|30.5|25.8|12|2.43|2.9
Minnesota|ZCTA 55719|55719|2643|58.4|25|42.9|10.5|41.6|36.5|13.8|2.18|2.8
Minnesota|ZCTA 55720|55720|6824|65.8|29.6|46.6|13.2|34.2|28.2|11.9|2.45|2.96
Minnesota|ZCTA 55721|55721|1343|74.5|26.3|63.3|6.7|25.5|20.7|8.2|2.53|2.9
Minnesota|ZCTA 55722|55722|476|70.6|32.1|54.4|9.9|29.4|23.9|9|2.5|2.92
Minnesota|ZCTA 55723|55723|1063|64.3|17.9|55.7|5.6|35.7|30.3|13.3|2.14|2.64
Minnesota|ZCTA 55724|55724|327|66.7|17.7|59|3.4|33.3|27.5|10.1|2.25|2.64
Minnesota|ZCTA 55725|55725|46|65.2|21.7|60.9|4.3|34.8|34.8|6.5|2.24|2.9
Minnesota|ZCTA 55726|55726|456|62.9|25.9|51.5|6.8|37.1|33.1|20.8|2.29|2.9
Minnesota|ZCTA 55731|55731|2856|55|15.9|46.3|6.1|45|39.5|16.7|1.96|2.56
Minnesota|ZCTA 55732|55732|640|67.7|20.3|57|5.3|32.3|26.9|9.4|2.26|2.72
Minnesota|ZCTA 55733|55733|1693|80.3|35.3|71.3|4.7|19.7|15.7|5.6|2.72|3.04
Minnesota|ZCTA 55734|55734|2766|61.4|24.6|46.7|9.8|38.6|32.9|12|2.2|2.76
Minnesota|ZCTA 55735|55735|795|67.2|19.6|56.6|5.3|32.8|27.7|11.9|2.28|2.72
Minnesota|ZCTA 55736|55736|682|62.2|20.5|50|7.3|37.8|31.8|13.9|2.26|2.84
Minnesota|ZCTA 55738|55738|221|76|21.7|67.4|3.6|24|19|7.2|2.46|2.78
Minnesota|ZCTA 55741|55741|1443|63.9|21.5|52.3|7.6|36.1|32.3|13.7|2.19|2.74
Minnesota|ZCTA 55742|55742|151|66.2|19.9|61.6|2|33.8|27.8|9.9|2.28|2.78
Minnesota|ZCTA 55744|55744|8380|64.5|24.7|51.6|9.3|35.5|29.6|13.4|2.31|2.82
Minnesota|ZCTA 55746|55746|7792|59.1|24.1|43.7|10.7|40.9|35.7|14.5|2.18|2.79
Minnesota|ZCTA 55748|55748|615|65.2|26.2|49.6|10.1|34.8|29.9|13.5|2.38|2.94
Minnesota|ZCTA 55749|55749|203|57.1|19.2|45.8|6.4|42.9|36.5|14.3|2.21|2.85
Minnesota|ZCTA 55750|55750|888|68.1|20|55.6|7.5|31.9|26.7|13.2|2.27|2.71
Minnesota|ZCTA 55751|55751|647|70.2|25.5|56|7|29.8|25.2|8.7|2.4|2.81
Minnesota|ZCTA 55752|55752|183|71.6|14.2|62.3|3.8|28.4|24|8.2|2.16|2.5
Minnesota|ZCTA 55753|55753|442|55.2|26|37.6|11.5|44.8|38|12.2|2.24|2.92
Minnesota|ZCTA 55756|55756|180|65|25|53.9|6.1|35|31.1|8.9|2.39|2.95
Minnesota|ZCTA 55757|55757|367|65.4|25.1|51.8|7.1|34.6|29.7|10.4|2.36|2.93
Minnesota|ZCTA 55758|55758|62|59.7|24.2|46.8|9.7|40.3|27.4|6.5|2.34|2.84
Minnesota|ZCTA 55760|55760|1450|63.1|16.6|51|7.4|36.9|32.8|15.6|2.14|2.65
Minnesota|ZCTA 55763|55763|259|65.6|15.1|57.1|4.2|34.4|29.7|9.3|2.14|2.61
Minnesota|ZCTA 55764|55764|248|56.9|27|40.3|10.9|43.1|35.1|11.3|2.29|2.97
Minnesota|ZCTA 55765|55765|362|62.4|21.3|50.8|7.7|37.6|33.1|13.8|2.22|2.8
Minnesota|ZCTA 55767|55767|1334|61.6|24.7|48.1|9.3|38.4|33.7|18.1|2.25|2.86
Minnesota|ZCTA 55768|55768|1288|61.2|25.3|46.7|9.5|38.8|34.6|13.7|2.2|2.79
Minnesota|ZCTA 55769|55769|1022|65.6|22.5|53.5|6|34.4|29.6|14.3|2.26|2.73
Minnesota|ZCTA 55771|55771|725|63.2|20.8|45.9|9.9|36.8|32.1|10.9|2.32|2.87
Minnesota|ZCTA 55775|55775|559|65.8|16.5|56.7|5.5|34.2|30.8|13.6|2.16|2.64
Minnesota|ZCTA 55779|55779|1392|71.8|27.9|61.8|5.7|28.2|21.5|6.8|2.57|2.95
Minnesota|ZCTA 55780|55780|76|61.8|30.3|50|2.6|38.2|30.3|5.3|2.79|3.55
Minnesota|ZCTA 55781|55781|354|67.5|11.3|61.9|2.5|32.5|28|9.6|2.07|2.49
Minnesota|ZCTA 55782|55782|221|65.6|19|54.8|6.8|34.4|32.1|13.6|2.17|2.69
Minnesota|ZCTA 55783|55783|1023|68.6|25|57.1|6.8|31.4|24.3|10.7|2.38|2.84
Minnesota|ZCTA 55785|55785|103|70.9|27.2|62.1|3.9|29.1|25.2|8.7|2.55|3.05
Minnesota|ZCTA 55786|55786|128|61.7|33.6|45.3|10.9|38.3|34.4|10.2|2.38|3.1
Minnesota|ZCTA 55787|55787|245|63.7|15.9|55.1|3.7|36.3|32.2|16.7|2.14|2.58
Minnesota|ZCTA 55790|55790|892|64.3|13.9|53.7|6.5|35.7|31.2|14.3|2.09|2.55
Minnesota|ZCTA 55792|55792|4848|50.1|20.4|34.7|11.3|49.9|43.8|18.7|2|2.73
Minnesota|ZCTA 55793|55793|265|67.5|24.2|57|6.4|32.5|27.5|10.2|2.32|2.78
Minnesota|ZCTA 55795|55795|622|64|26|48.7|9|36|29.4|11.3|2.35|2.86
Minnesota|ZCTA 55797|55797|555|73.3|29.4|63.6|7|26.7|21.3|5.6|2.58|3.02
Minnesota|ZCTA 55798|55798|231|67.5|24.7|59.3|5.2|32.5|25.1|13.4|2.52|3.04
Minnesota|ZCTA 55802|55802|1335|26.7|6.2|20.9|4|73.3|66.1|28.4|1.5|2.47
Minnesota|ZCTA 55803|55803|6913|69.2|26.2|59.3|6.4|30.8|23|9.3|2.49|2.88
Minnesota|ZCTA 55804|55804|5865|67.8|29|57.7|7|32.2|26.3|11.5|2.46|2.98
Minnesota|ZCTA 55805|55805|4935|33.6|16.8|17.4|12.1|66.4|44.6|9.6|2.02|2.78
Minnesota|ZCTA 55806|55806|4390|47.7|24.2|24.2|17.7|52.3|39.6|6.9|2.14|2.85
Minnesota|ZCTA 55807|55807|4358|57|25.7|36|15.7|43|34.2|11.5|2.24|2.85
Minnesota|ZCTA 55808|55808|2512|59.4|26|38.7|14.5|40.6|32.3|12.5|2.3|2.87
Minnesota|ZCTA 55810|55810|3508|68.6|27.3|54.8|9.3|31.4|25.9|10.9|2.44|2.92
Minnesota|ZCTA 55811|55811|10055|62|24.2|50.9|7.8|38|28.7|14.6|2.35|2.85
Minnesota|ZCTA 55812|55812|3413|45.7|20.7|33.5|9.1|54.3|30.9|5.9|2.41|2.86
Minnesota|ZCTA 55814|55814|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
Minnesota|ZCTA 55901|55901|20803|62.9|31.6|50.4|9.2|37.1|29.3|8.7|2.45|3.07
Minnesota|ZCTA 55902|55902|9027|65.2|29.2|57.3|5.5|34.8|29.3|8.9|2.39|2.99
Minnesota|ZCTA 55904|55904|10038|63.6|29.3|46.1|12.3|36.4|28|7.6|2.49|3.06
Minnesota|ZCTA 55906|55906|7216|66.9|29.2|55.2|8.3|33.1|27.2|8.3|2.42|2.95
Minnesota|ZCTA 55909|55909|526|70.5|31.2|60.5|5.9|29.5|27.4|15.2|2.55|3.08
Minnesota|ZCTA 55910|55910|571|68|26.8|57.3|4.6|32|27.3|8.4|2.49|3.02
Minnesota|ZCTA 55912|55912|11640|62.2|27.8|46.5|10.5|37.8|31.8|14.9|2.4|3.02
Minnesota|ZCTA 55917|55917|1428|71.6|31.9|60.3|7.2|28.4|23.9|13|2.55|3
Minnesota|ZCTA 55918|55918|413|69.7|25.4|55.2|10.9|30.3|24.2|12.6|2.38|2.82
Minnesota|ZCTA 55919|55919|413|70.5|24.2|61.5|5.8|29.5|23.5|9.7|2.38|2.81
Minnesota|ZCTA 55920|55920|2614|77|38.5|64.5|9|23|18.2|4.9|2.69|3.07
Minnesota|ZCTA 55921|55921|2009|67.2|29|54.1|8.9|32.8|28.1|12.7|2.44|2.99
Minnesota|ZCTA 55922|55922|359|65.5|34|54.9|5.6|34.5|30.9|15|2.84|3.68
Minnesota|ZCTA 55923|55923|1728|71.9|34|59|9|28.1|23.3|11.1|2.54|3.01
Minnesota|ZCTA 55924|55924|508|69.7|28.7|58.3|7.3|30.3|25|7.7|2.56|3.05
Minnesota|ZCTA 55925|55925|429|73.9|28|65|4.4|26.1|21|7.9|2.59|3.05
Minnesota|ZCTA 55926|55926|326|73.9|31|61.3|7.1|26.1|23|11|2.62|3.07
Minnesota|ZCTA 55927|55927|1517|70.5|35|56|9.3|29.5|23.1|9|2.64|3.12
Minnesota|ZCTA 55929|55929|439|77.4|41|65.6|6.8|22.6|19.4|6.2|2.75|3.12
Minnesota|ZCTA 55931|55931|148|62.2|23|55.4|4.1|37.8|28.4|14.2|2.23|2.8
Minnesota|ZCTA 55932|55932|741|77.5|40.2|64.4|6.6|22.5|17.8|6.9|2.76|3.11
Minnesota|ZCTA 55933|55933|109|71.6|32.1|58.7|10.1|28.4|25.7|8.3|2.5|3.03
Minnesota|ZCTA 55934|55934|1265|75.7|35.8|62.8|7.5|24.3|20|8.2|2.64|3.05
Minnesota|ZCTA 55935|55935|372|73.7|32.3|64.2|4.6|26.3|22.3|8.1|2.49|2.91
Minnesota|ZCTA 55936|55936|724|69.2|34.4|56.2|8.7|30.8|26.8|13.3|2.52|3.06
Minnesota|ZCTA 55939|55939|774|65.1|26.1|56.5|5.6|34.9|31.5|17.8|2.47|3.12
Minnesota|ZCTA 55940|55940|1010|72.1|35|58.9|7.9|27.9|24.5|10.7|2.59|3.06
Minnesota|ZCTA 55941|55941|414|68.6|28.3|54.1|8.9|31.4|26.6|8|2.34|2.8
Minnesota|ZCTA 55943|55943|1253|68.3|27.3|56.4|7.4|31.7|27.7|11.7|2.39|2.9
Minnesota|ZCTA 55944|55944|2655|72.5|38.5|58.8|8.3|27.5|23.2|10.2|2.68|3.17
Minnesota|ZCTA 55945|55945|580|73.3|29.3|60.7|5.7|26.7|21.6|11.2|2.51|2.92
Minnesota|ZCTA 55946|55946|1269|68.9|28.1|57.6|6.4|31.1|25.4|11.8|2.47|2.93
Minnesota|ZCTA 55947|55947|3040|72.4|29.4|61.3|8.1|27.6|23.4|9.7|2.44|2.87
Minnesota|ZCTA 55949|55949|781|65.7|24.5|57.1|4.6|34.3|29.4|14|2.31|2.87
Minnesota|ZCTA 55950|55950|71|66.2|22.5|52.1|7|33.8|25.4|15.5|2.38|2.81
Minnesota|ZCTA 55951|55951|667|64.3|26.5|54.4|5.7|35.7|32.4|15.6|2.35|2.98
Minnesota|ZCTA 55952|55952|920|74.6|36.3|63.4|6.5|25.4|22.1|9.7|2.69|3.17
Minnesota|ZCTA 55953|55953|361|69.5|26.9|59|7.8|30.5|25.2|11.9|2.48|2.92
Minnesota|ZCTA 55954|55954|630|61.1|23.5|48.9|7|38.9|33|17.9|2.21|2.81
Minnesota|ZCTA 55955|55955|943|83.9|41.8|75.1|5.6|16.1|13.1|4.8|2.91|3.18
Minnesota|ZCTA 55956|55956|763|73|30.3|62.5|5.1|27|21.5|8.9|2.57|2.99
Minnesota|ZCTA 55957|55957|288|77.1|31.6|66.3|4.2|22.9|18.4|8.3|2.63|2.97
Minnesota|ZCTA 55959|55959|885|75.1|29.3|59.1|10.7|24.9|19.7|6|2.51|2.86
Minnesota|ZCTA 55960|55960|1174|76.8|34|67.5|5.4|23.2|18.4|5.8|2.65|3.02
Minnesota|ZCTA 55961|55961|186|64|26.9|55.9|5.9|36|31.2|11.3|2.27|2.87
Minnesota|ZCTA 55962|55962|308|74.4|26.6|64|4.2|25.6|21.8|10.7|2.48|2.82
Minnesota|ZCTA 55963|55963|1943|72.5|33.5|60.2|8.5|27.5|22.5|9.3|2.53|2.98
Minnesota|ZCTA 55964|55964|1673|69.9|33|56.6|8.8|30.1|24.1|12|2.59|3.1
Minnesota|ZCTA 55965|55965|1020|66.3|25|55.6|6.4|33.7|30|12.7|2.3|2.85
Minnesota|ZCTA 55967|55967|342|80.7|33.6|71.1|4.1|19.3|15.8|6.7|2.74|3.07
Minnesota|ZCTA 55968|55968|60|65|13.3|55|5|35|23.3|5|2.02|2.38
Minnesota|ZCTA 55969|55969|430|75.3|31.6|64.2|6.5|24.7|18.8|9.1|2.6|2.97
Minnesota|ZCTA 55970|55970|388|76.3|30.9|66.5|6.2|23.7|19.6|8.8|2.62|3.02
Minnesota|ZCTA 55971|55971|1170|71.7|30.6|60.3|8.1|28.3|24.4|13.2|2.5|2.95
Minnesota|ZCTA 55972|55972|1826|72.8|34.8|60|8.8|27.2|23.4|10.7|2.71|3.21
Minnesota|ZCTA 55973|55973|108|73.1|31.5|63|6.5|26.9|22.2|11.1|2.64|3.1
Minnesota|ZCTA 55974|55974|916|63.5|23.6|52.3|7.9|36.5|33.1|17.9|2.24|2.83
Minnesota|ZCTA 55975|55975|1812|67.3|27.3|54.9|8.4|32.7|28.8|13.1|2.37|2.88
Minnesota|ZCTA 55976|55976|2943|71.4|35.1|57.1|10|28.6|23.6|10.1|2.55|3
Minnesota|ZCTA 55977|55977|72|83.3|36.1|75|5.6|16.7|16.7|2.8|2.82|3.13
Minnesota|ZCTA 55979|55979|374|77|35.8|68.7|4.8|23|18.7|7|3.05|3.54
Minnesota|ZCTA 55981|55981|1759|62.6|22.1|52|7.1|37.4|32.4|15|2.18|2.73
Minnesota|ZCTA 55982|55982|183|72.7|24.6|63.9|4.4|27.3|19.7|5.5|2.38|2.74
Minnesota|ZCTA 55983|55983|636|67.3|29.4|54.7|7.7|32.7|27.8|12.3|2.46|3.01
Minnesota|ZCTA 55985|55985|729|71.2|32.1|59.8|5.6|28.8|24.4|11.4|2.54|3
Minnesota|ZCTA 55987|55987|13694|53.8|21.1|41.9|8.4|46.2|32.2|11.2|2.29|2.85
Minnesota|ZCTA 55990|55990|392|69.6|25.5|58.2|6.6|30.4|25.3|9.2|2.36|2.82
Minnesota|ZCTA 55991|55991|606|69.6|25.7|60.7|4.8|30.4|23.4|9.1|2.46|2.92
Minnesota|ZCTA 55992|55992|1896|69.6|31.5|57.5|8|30.4|26.3|12.6|2.45|2.95
Minnesota|ZCTA 56001|56001|17527|51.6|22.2|39.3|8.5|48.4|29.3|9.4|2.39|2.92
Minnesota|ZCTA 56003|56003|5950|64.5|29.4|51.1|9.5|35.5|27|9.2|2.4|2.92
Minnesota|ZCTA 56007|56007|9065|62.1|23.4|48.3|9.4|37.9|32.8|16.3|2.27|2.84
Minnesota|ZCTA 56009|56009|650|74.8|27.8|64.6|6|25.2|21.2|10.2|2.48|2.85
Minnesota|ZCTA 56010|56010|476|70|26.3|59.2|6.1|30|26.7|10.1|2.37|2.83
Minnesota|ZCTA 56011|56011|3166|73.6|39.6|60.8|7.5|26.4|20.4|7|2.75|3.2
Minnesota|ZCTA 56013|56013|1934|65|24|53.2|8.6|35|31.8|17.2|2.26|2.8
Minnesota|ZCTA 56014|56014|344|61|22.7|52.3|5.8|39|34.9|16.6|2.32|3.02
Minnesota|ZCTA 56016|56016|437|71.6|28.6|57|6.9|28.4|23.8|6.6|2.51|2.94
Minnesota|ZCTA 56017|56017|636|73|30.2|61.6|6.8|27|21.1|7.5|2.54|2.94
Minnesota|ZCTA 56019|56019|391|69.1|26.3|59.8|4.6|30.9|28.6|14.3|2.33|2.83
Minnesota|ZCTA 56020|56020|50|60|28|50|6|40|30|14|2.3|2.8
Minnesota|ZCTA 56021|56021|397|74.3|31.7|65.5|4|25.7|20.2|5.8|2.61|3.02
Minnesota|ZCTA 56023|56023|215|70.7|22.3|59.5|6.5|29.3|25.6|14|2.26|2.62
Minnesota|ZCTA 56024|56024|1022|73.4|37|59.9|8.1|26.6|19.2|4|2.69|3.09
Minnesota|ZCTA 56025|56025|211|72.5|23.2|59.7|6.2|27.5|22.7|10|2.4|2.75
Minnesota|ZCTA 56026|56026|796|72.9|28.6|61.2|7.7|27.1|23.2|9.8|2.53|2.97
Minnesota|ZCTA 56027 (part)|part)|376|61.4|22.1|46.8|10.4|38.6|34.8|14.9|2.22|2.77
Minnesota|ZCTA 56028|56028|567|70.4|24.7|62.3|4.1|29.6|24.3|11.5|2.41|2.83
Minnesota|ZCTA 56029|56029|318|72.6|26.7|61.3|7.5|27.4|25.5|11.3|2.34|2.72
Minnesota|ZCTA 56031|56031|5488|61.1|23.8|48.5|8.8|38.9|33.7|15.7|2.22|2.79
Minnesota|ZCTA 56032|56032|126|69.8|34.1|54.8|10.3|30.2|25.4|9.5|2.48|2.98
Minnesota|ZCTA 56033|56033|159|66.7|19.5|57.9|5.7|33.3|28.9|11.9|2.17|2.64
Minnesota|ZCTA 56034|56034|196|77|26.5|63.8|6.6|23|19.4|6.1|2.53|2.82
Minnesota|ZCTA 56035|56035|218|69.3|33.9|58.3|5|30.7|25.7|11|2.5|3.03
Minnesota|ZCTA 56036|56036|818|68.3|26.7|56.8|6.2|31.7|26.3|11.4|2.39|2.87
Minnesota|ZCTA 56037|56037|622|75.4|31.5|66.6|5.3|24.6|20.1|8|2.63|3.05
Minnesota|ZCTA 56039|56039|392|70.7|28.1|60.2|5.1|29.3|26|12.2|2.43|2.87
Minnesota|ZCTA 56041|56041|437|68.2|27.7|58.4|5|31.8|27.7|9.4|2.44|3
Minnesota|ZCTA 56042|56042|306|66|23.5|57.5|3.6|34|26.1|9.8|2.35|2.82
Minnesota|ZCTA 56043|56043|204|69.6|24.5|58.3|8.3|30.4|25|10.8|2.38|2.8
Minnesota|ZCTA 56044|56044|809|70.6|28.2|61.1|5.7|29.4|24.2|10.6|2.57|3.08
Minnesota|ZCTA 56045|56045|335|72.5|27.2|61.8|5.4|27.5|23|11.9|2.43|2.81
Minnesota|ZCTA 56047|56047|49|73.5|24.5|67.3|0|26.5|24.5|10.2|2.39|2.81
Minnesota|ZCTA 56048|56048|1517|72.6|32.8|61.2|6.9|27.4|22.3|9.4|2.54|2.97
Minnesota|ZCTA 56050|56050|598|70.1|25.8|56.9|7.2|29.9|22.9|6.4|2.45|2.85
Minnesota|ZCTA 56051|56051|330|61.8|20.9|49.4|7.9|38.2|35.5|17|2.13|2.71
Minnesota|ZCTA 56052|56052|291|70.8|23.4|60.1|5.2|29.2|23|11|2.4|2.81
Minnesota|ZCTA 56054|56054|388|65.5|31.2|55.2|4.4|34.5|30.7|15.2|2.38|2.94
Minnesota|ZCTA 56055|56055|1605|66.8|29.8|56.4|6.7|33.2|27.4|11.3|2.43|2.95
Minnesota|ZCTA 56057|56057|1451|72|32|58.8|6.8|28|24.1|9.9|2.63|3.11
Minnesota|ZCTA 56058|56058|2392|67.3|29.8|54.2|9.1|32.7|26.8|11.2|2.46|2.98
Minnesota|ZCTA 56060|56060|186|68.8|27.4|55.4|7.5|31.2|26.9|10.8|2.43|2.98
Minnesota|ZCTA 56062|56062|1264|66.9|29.5|50.5|10.2|33.1|28.2|13.4|2.47|2.99
Minnesota|ZCTA 56063|56063|1101|72.3|26.2|61.8|6.3|27.7|21.2|7.8|2.47|2.85
Minnesota|ZCTA 56065|56065|1101|72.3|32.2|58|8.5|27.7|24.3|11.9|2.52|2.98
Minnesota|ZCTA 56068|56068|451|69.2|25.7|55.2|8.9|30.8|25.7|12.2|2.41|2.86
Minnesota|ZCTA 56069|56069|1749|68.5|31.2|54.2|8.2|31.5|26.6|9.8|2.54|3.03
Minnesota|ZCTA 56071|56071|4251|75.1|40.7|62.5|7.8|24.9|20.3|9.4|2.76|3.21
Minnesota|ZCTA 56072|56072|937|69.3|27.3|58.4|6.4|30.7|24.3|11.8|2.49|2.97
Minnesota|ZCTA 56073|56073|7031|64.2|24.6|52.5|7.8|35.8|31.2|13.5|2.26|2.81
Minnesota|ZCTA 56074|56074|766|74.7|35.4|62.5|7.3|25.3|20.9|8.5|2.61|3.01
Minnesota|ZCTA 56075|56075|77|62.3|24.7|51.9|7.8|37.7|31.2|6.5|2.22|2.81
Minnesota|ZCTA 56078|56078|179|76.5|29.1|61.5|10.6|23.5|20.1|7.3|2.61|2.99
Minnesota|ZCTA 56080|56080|267|74.2|42.7|61.4|8.6|25.8|19.9|7.5|2.88|3.34
Minnesota|ZCTA 56081|56081|2444|66.3|29|52|9.2|33.7|29.7|14.8|2.47|3.06
Minnesota|ZCTA 56082|56082|4375|65.4|30.4|51.5|10.1|34.6|27|11|2.5|3
Minnesota|ZCTA 56083|56083|375|70.4|23.5|61.3|5.3|29.6|26.4|12.3|2.33|2.75
